"stockid","year","sst_c_avg"
"BCRABCHESB",1891,11.5743751525879
"ATOOTHFISHRS",1891,-0.881541655683366
"SBT",1891,14.7311246603592
"SARDMEDGSA16",1891,19.0826563835144
"ANCHOVYKILKACS",1891,18.3582291603088
"BIGHTREDSE",1891,16.3517098696727
"BTSHRIMPNAUST",1891,26.8002635021599
"DEEPFLATHEADSE",1891,16.7854735634544
"GEMFISHSE",1891,17.7047067211099
"GTPRAWNNAUST",1891,26.8002635021599
"MORWONGSE",1891,16.6236357381267
"NZLINGESE",1891,15.8663889567057
"NZLINGWSE",1891,16.5737980145674
"OROUGHYCASCADE",1891,17.3349553516933
"OROUGHYSE",1891,17.3349553516933
"PTOOTHFISHMI",1891,4.98574814375709
"SILVERFISHSE",1891,15.2759028187505
"SWHITSE",1891,16.6587703053544
"TIGERFLATSE",1891,15.5523994708883
"WAREHOUESE",1891,16.0517015457153
"WAREHOUWSE",1891,16.2923205163744
"ACADRED2J3K",1891,5.34983760194901
"ACADRED3LNO-UT12",1891,14.3644876766205
"ACADREDUT3",1891,13.1627289492909
"AMPL23K",1891,3.80658847623401
"AMPL3Ps",1891,6.57196227709452
"AMPL4T",1891,5.87091698646545
"AMPL4VWX",1891,13.8634936344333
"ARCSURFGB",1891,10.3304947344462
"PANDALSFA2-3",1891,1.28010465145111
"STRSHRIMPSFA2-3",1891,1.28010465145111
"ATHAL3NOPs4VWX5Zc",1891,12.8548237416479
"CAPE4RST",1891,5.11131704330444
"COD2J3KL",1891,5.31254634797573
"COD3Pn4RS",1891,4.71955924875596
"COD3Ps",1891,6.57196227709452
"COD4TVn",1891,5.87091698646545
"COD4X5Yb",1891,11.2434086799622
"COD5Zjm",1891,12.6334561179666
"CROCKWCVANISOGQCI",1891,9.89759302139282
"EULAPCOASTCCDU",1891,9.87304229736328
"EULAPCOASTFRDU",1891,NA
"EULAPCOASTNSDU",1891,9.02840312321981
"GHAL4RST",1891,5.11131704330444
"HAD3LNO",1891,10.3304947344462
"HAD4X5Y",1891,11.2434086799622
"HERR4TFA",1891,5.87091698646545
"HERR4TSP",1891,5.87091698646545
"HERR4VWX",1891,13.8634936344333
"HERRCC",1891,9.84104251861572
"HERRNFLDESC",1891,5.73170934749555
"HERRPRD",1891,9.11895847320557
"HERRQCI",1891,9.60287551879883
"HERRSOG",1891,NA
"HERRWCVANI",1891,11.0926976454885
"LOBSTERLFA3-14",1891,5.21061322268318
"LOBSTERLFA41",1891,11.4047545408591
"MACKNWATLSA3-4",1891,10.7517081861531
"ARCSURFBANQ",1891,7.12163720812116
"BSKATCANATL",1891,7.47637678397929
"COD4VsW",1891,14.6048893159436
"CUSK4X",1891,12.1922225687239
"LOBSTERLFA27-33",1891,7.10875039630466
"LOBSTERLFA34",1891,7.82687568664551
"LOBSTERLFA35-38",1891,8.15520858764648
"POLL4VWX",1891,13.8634936344333
"SCALL4T",1891,5.87091698646545
"SCALLNBB",1891,8.39395904541016
"SCALLSFA16-20",1891,5.33690742345957
"SCALLSPA1-6",1891,8.15520858764648
"SCALLWSFA29",1891,7.67572975158691
"SDOG4VWX5",1891,13.3320796489716
"SHAKE4VWX",1891,13.8634936344333
"WHAKE4VWX5",1891,13.3320796489716
"MONK2J3KLNOPs",1891,7.68853565167498
"POLL3Ps",1891,6.57196227709452
"SCALL3Ps",1891,6.57196227709452
"SCALLGB",1891,12.6334561179666
"SMOOTHSKA2J3K",1891,5.34983760194901
"SMOOTHSKA4T",1891,5.87091698646545
"WITFLOUN3Ps",1891,6.57196227709452
"BIGSKA3CD",1891,11.0926976454885
"BIGSKA4B",1891,NA
"BIGSKA5AB",1891,9.99241458668428
"BIGSKA5CDE",1891,9.1521689675071
"BOCACCBCW",1891,9.89759302139282
"ESOLEHS",1891,9.1521689675071
"LINGCODSOG",1891,NA
"LNOSESKA3CD",1891,11.0926976454885
"LNOSESKA4B",1891,NA
"LNOSESKA5AB",1891,9.99241458668428
"LNOSESKA5CDE",1891,9.1521689675071
"PCOD5AB",1891,9.99241458668428
"PCODHS",1891,9.1521689675071
"PCODWCVANI",1891,11.0926976454885
"RSOLE5AB",1891,9.99241458668428
"RSOLEHSTR",1891,9.1521689675071
"SABLEFPCAN",1891,10.0810350735982
"SARDBC",1891,10.9433336257935
"PANDAL4RST",1891,5.11131704330444
"PANDALSFA13-15",1891,10.3867037296295
"PANDALSFA4",1891,2.55988147429058
"PANDALSFA5",1891,2.80395889282227
"PANDALSFA6",1891,3.68075812946666
"PANDALSMA14",1891,NA
"PANDALSMA16",1891,NA
"PANDALSMA18-19",1891,NA
"PANDALSMAFR",1891,NA
"PANDALSMAGTSE",1891,NA
"PANDALSMAPRD",1891,9.06375026702881
"PERCHQCI",1891,10.0742953373836
"PERCHWCVANI",1891,11.0926976454885
"PORSHARATL",1891,10.4011438000068
"QROCKPCOASTIN",1891,NA
"QROCKPCOASTOUT",1891,10.0664304313013
"ARCSURF4RST",1891,5.11131704330444
"ARCSURFQCW",1891,5.34316003322601
"GURCH4RST",1891,5.11131704330444
"HERR4RFA",1891,4.15276086330414
"HERR4RSP",1891,4.15276086330414
"HERR4S",1891,4.70687543021308
"LOBSTERLFA15-18",1891,4.72057336568832
"LOBSTERLFA19-21",1891,5.12881978352865
"LOBSTERLFA22",1891,5.82776069641113
"REDFISHSPP3Pn4RSTVn",1891,5.19948314798289
"ROCKCRABQCW",1891,5.42923641204834
"SNOWCRABSCMA12-17",1891,5.03520872376182
"SSCLAMQCW",1891,4.92541694641113
"WHAKE4RS",1891,4.6049170811971
"WWHELKQCW",1891,5.0974726041158
"REDDEEP2J3K-3LNO",1891,7.79133619631038
"REDDEEPUT12",1891,10.744122935013
"LOBSTERLFA23-26AB",1891,6.1522399187088
"ROCKCRABLFA23-26",1891,5.87091698646545
"TSKA4T",1891,5.87091698646545
"WHAKE4T",1891,5.87091698646545
"WINFLOUN4T",1891,5.87091698646545
"WITFLOUN4RST",1891,5.11131704330444
"SNOWCRAB2HJ",1891,3.51643539083676
"SNOWCRAB3K",1891,5.93568648361578
"SNOWCRAB3LNO",1891,10.3304947344462
"SNOWCRAB3Ps",1891,6.57196227709452
"SNOWCRAB4R3Pn",1891,4.62829907735189
"SNOWCRABSGSL",1891,5.87091698646545
"SSHRIMPSMAGTSE",1891,NA
"SSHRIMPSMAPRD",1891,9.06375026702881
"SSSHRIMPSMA14",1891,NA
"SSSHRIMPSMA16",1891,NA
"SSSHRIMPSMA18-19",1891,NA
"SSSHRIMPSMAFR",1891,NA
"YEYEROCKPCOASTIN",1891,NA
"MULLQNSW",1891,22.2725003560384
"WHITBLACK",1891,14.8643941445784
"APOLLPJPN",1891,10.2262312715704
"BMACKECS",1891,20.403782911468
"BMACKPJPN",1891,15.9109963637132
"BRMSOJ",1891,13.8206497641171
"CMACKPJPN",1891,17.9013789327521
"CMACKTSST",1891,18.2190032261674
"JANCHOPJPN",1891,13.5034699830395
"JANCHOSETO",1891,22.290104230245
"JANCHOTSST",1891,19.1150003160749
"JMACKPJPN",1891,17.9013789327521
"JMACKTSST",1891,18.2190032261674
"OFLOUNECS",1891,22.5187702794229
"OFLOUNNSJ",1891,13.8206497641171
"OFLOUNPAC",1891,17.9013789327521
"OFLOUNSETO",1891,NA
"PILCHPJPN",1891,17.9013789327521
"PILCHTSST",1891,19.1150003160749
"RBRMECS",1891,22.5187702794229
"RBRMSETOE",1891,NA
"RBRMSETOW",1891,NA
"RHERRTSST",1891,18.7081773757935
"SAURNWPAC",1891,15.1462797681126
"SPANMACKSETO",1891,NA
"BCROAKWASG1",1891,27.0210268838065
"BGRUNTWASG2",1891,26.8417856488909
"BGRUNTWASG3",1891,23.0400892893473
"BHAKEWASG3",1891,22.8926175435384
"BRMSPPWASG1",1891,27.0210268838065
"BRMSPPWASG2",1891,26.8417856488909
"BRMSPPWASG3",1891,23.6812083562215
"CATWASG1",1891,27.0210268838065
"CATWASG3",1891,25.5043542861938
"CROAKSPPWASG1",1891,27.0210268838065
"CROAKSPPWASG2",1891,26.8417856488909
"CROAKSPPWASG3",1891,23.6812083562215
"CSHRIMPWA",1891,27.1237171574643
"CUTTLEWA",1891,26.8466775793778
"DRSHRIMPWA",1891,26.2552213668823
"GGRUNTWASG1",1891,27.0210268838065
"GGRUNTWASG3",1891,23.6812083562215
"LDENTWASG3",1891,23.6812083562215
"OCTOWA",1891,26.2552213668823
"RPANDWASG2",1891,26.8417856488909
"SOLEWASG1",1891,27.0210268838065
"SOLEWASG3",1891,23.6812083562215
"SPSHRIMPWA",1891,24.9931469565944
"THREADWASG1",1891,27.0210268838065
"THREADWASG2",1891,26.8417856488909
"THREADWASG3",1891,23.6812083562215
"ANCHOWA",1891,20.5066123077835
"BONGAWA",1891,23.1191601753235
"CHMACKWA",1891,23.3891666616712
"CMACKWA",1891,21.0641615125868
"FSCADWA",1891,23.3891666616712
"HMACKWA",1891,21.5740682161771
"RSARDINWA",1891,23.081292646477
"SARDINWA",1891,22.631246687874
"SARDWAZAB",1891,19.7174807461825
"SARDWAZC",1891,20.7474582672119
"RBRMMEDGSA1-3",1891,17.760863167899
"HERR2224IIIa",1891,9.03553851445516
"HERRNIRS",1891,10.4477608203888
"HERRNS",1891,9.32316800681028
"HERRSIRS",1891,11.9609766900539
"HERRVIa",1891,10.3430149975945
"HERRVIaVIIbc",1891,10.8106292649811
"SPRATNS",1891,9.32316800681028
"BIGEYEEPAC",1891,20.9092870449318
"STMARLINNEPAC",1891,23.9812782921648
"SWORDEPAC",1891,20.9092870449318
"YFINEPAC",1891,20.9092870449318
"ALBAMED",1891,18.4380463795946
"ALBANATL",1891,12.3987621575722
"ALBASATL",1891,10.5527881899734
"ATBTUNAEATL",1891,10.8557293390439
"ATBTUNAWATL",1891,13.2489689199704
"BIGEYEATL",1891,11.5588081003134
"BMARLINATL",1891,11.5588081003134
"SAILEATL",1891,10.8557293390439
"SAILWATL",1891,13.2489689199704
"SKJEATL",1891,9.84573670702617
"SKJWATL",1891,13.9889461116937
"SWORDMED",1891,18.4380463795946
"SWORDNATL",1891,12.3987621575722
"SWORDSATL",1891,10.5527881899734
"WMARLINATL",1891,11.5588081003134
"YFINATL",1891,11.5588081003134
"AFLONCH",1891,12.5913204016509
"BSQLOBSTERCH",1891,12.5913204016509
"BWHITCH",1891,12.5913204016509
"CHERRCHVX",1891,14.8388962339848
"CHTRACCH",1891,12.5913204016509
"HMACKCH",1891,12.5913204016509
"NSHRIMPCH",1891,12.5913204016509
"OROUGHYCH",1891,12.5913204016509
"PANCHCHVX",1891,14.8388962339848
"PANCHNCH",1891,17.7590364068747
"PANCHSCH",1891,14.8388962339848
"PATGRENADIERCH",1891,12.5913204016509
"PCEELCH",1891,12.5913204016509
"PTOOTHFISHCH",1891,12.5913204016509
"RSQLOBSTERCH",1891,15.8114871391883
"SBREAMCH",1891,12.5913204016509
"SOUTHHAKECH",1891,12.5913204016509
"SPHAKECH",1891,12.5913204016509
"SSARDCH",1891,12.5913204016509
"YNOSESKACH",1891,12.5913204016509
"ANCHMEDGSA7",1891,16.5608629499163
"SARDMEDGSA7",1891,16.5608629499163
"SFMAKONWPAC",1891,24.0952170027627
"PANCHPERUNC",1891,21.2310340316207
"ARGANCHONARG",1891,12.9560187657674
"ARGANCHOSARG",1891,8.50008545846355
"ARGHAKENARG",1891,12.9560187657674
"ARGHAKESARG",1891,8.50008545846355
"PATGRENADIERSARG",1891,8.50008545846355
"SBWHITARGS",1891,8.50008545846355
"ALBAIO",1891,20.3149212538331
"BIGEYEIO",1891,25.3029329744783
"BLKMARLINIO",1891,23.9003719453889
"BMARLINIO",1891,23.9003719453889
"SKJCIO",1891,20.3149212538331
"STMARLINIO",1891,23.9003719453889
"SWORDIO",1891,23.9003719453889
"YFINEIO",1891,23.9003719453889
"PHALNPAC",1891,8.56956647674301
"ALBANPAC",1891,21.3078278962523
"BMARLINPAC",1891,21.6647966123173
"PACBTUNA",1891,21.6647966123173
"STMARLINWCNPAC",1891,22.5770810824093
"SWORDNPAC",1891,21.9771743820878
"ANCHOSA",1891,20.0026071511426
"CHAKESA",1891,18.2626458326976
"CHSQUIDSA",1891,18.2626458326976
"CRLOBSTERSA12",1891,16.4990003585815
"CRLOBSTERSA34",1891,16.9660415649414
"CRLOBSTERSA56",1891,17.2582292556763
"CRLOBSTERSA7",1891,17.438437461853
"CRLOBSTERSA8",1891,17.8060971577962
"CTRACSA",1891,19.3807083129883
"DEEPCHAKESA",1891,18.2626458326976
"KINGKLIPSA",1891,20.0026071511426
"PTOOTHFISHPEI",1891,5.64526282096731
"SAABALONESA",1891,20.0026071511426
"SARDSA",1891,20.0026071511426
"SSLOBSTERSASC",1891,19.3807083129883
"AMPL3LNO",1891,10.3304947344462
"AMPL3M",1891,14.3644876766205
"COD3M",1891,14.3644876766205
"COD3NO",1891,12.4682981743003
"GHAL01ABCDEF",1891,1.273805973285
"GHAL23KLMNO",1891,7.52153456282616
"REDFISHSPP1",1891,1.273805973285
"REDFISHSPP3LN",1891,10.300245193013
"REDFISHSPP3M",1891,14.3644876766205
"TSKA3LNOPs",1891,9.86018384070623
"WHAKE3NOPs",1891,11.5207764640931
"YELL3LNO",1891,10.3304947344462
"ACADREDGOMGB",1891,9.29791704813639
"AMPL5YZ",1891,9.41925960116916
"ATHAL5YZ",1891,9.69386254824125
"BLUEFISHATLC",1891,21.751481108232
"BSBASSMATLC",1891,15.7593287361993
"BSKAT5YZSNE",1891,10.7341969353812
"BUTTERGOMCHATT",1891,13.9661459922791
"CODGB",1891,10.5853754043579
"CODGOM",1891,8.78654193878174
"CSKATMATLC",1891,20.5396876335144
"HAD5Y",1891,8.88180589675903
"HERRNWATLC",1891,11.3734608756171
"ILLEXNWATLC",1891,11.1863613128662
"LSKAT5YCHATT",1891,13.5048960579766
"MONKGOMNGB",1891,9.04031286239624
"MONKSGBMATL",1891,13.8839286395482
"OPOUTNWATLC",1891,10.6573752403259
"POLL5YZ",1891,9.36473989486694
"QUAHATLC",1891,12.4491205215454
"RDEEPCRABNWATL",1891,15.442760515213
"RSKATMATLC",1891,15.4095830917358
"SCALL5ZMAB",1891,11.7305931678185
"SCUPNWATLC",1891,13.8114094453699
"SDOGATLC",1891,12.2687418746948
"SFLOUNMATLC",1891,16.8143056233724
"SHAKEGOMNGB",1891,8.97645865546333
"SHAKESGBMATL",1891,13.6444873076219
"SSKAT5YZSNE",1891,9.15191014607747
"STRIPEDBASSGOMCHATT",1891,13.3364584786551
"SURFMATLC",1891,12.9950695037842
"TILEMATLC",1891,13.7390972773234
"TSKAT5YZSNE",1891,8.96944480472141
"WEAKFISHATLC",1891,19.1119078196836
"WHAKEGBGOM",1891,9.75718784332275
"WINDOWGOMGB",1891,9.27783374786377
"WINDOWSNEMATL",1891,13.2774305343628
"WINFLOUN5Z",1891,9.59263928731283
"WINFLOUND5Y",1891,8.80562543869019
"WINFLOUNSNEMATL",1891,11.2015279134115
"WITFLOUN5Y",1891,11.885515514173
"WSKAT5YCHATT",1891,11.7305931678185
"YELLCCODGOM",1891,8.80562543869019
"YELLSNEMATL",1891,13.1347657442093
"AUSSALMONNZ",1891,18.5679947535197
"BKCDLFENI",1891,13.8721278590015
"BLACKOREOPR",1891,8.62492038653447
"DOYSFS",1891,11.2455205917358
"GSTRGZRSTA7",1891,14.6647800869412
"HOKIENZ",1891,11.9775777312138
"HOKIWNZ",1891,12.7716951316359
"NZLINGLIN3-4",1891,12.6617077480663
"NZLINGLIN5-6",1891,8.95479536429048
"NZSNAPNZ1BOP-HAGU",1891,17.5746246337891
"NZSNAPNZ1ENLD",1891,18.8294079429225
"OROUGHYESCR",1891,12.3883017042409
"OROUGHYNWCR",1891,13.3764453530312
"OROUGHYNZ7A",1891,15.1954861141386
"OROUGHYNZMEC",1891,15.1566186318031
"PAUANPAU5A",1891,12.9261805216471
"PAUAPAU7",1891,14.9914579391479
"PAUASPAU5A",1891,12.4025001525879
"SCMPBP",1891,18.5679947535197
"SCMPMB",1891,11.8893257442274
"SCMPWHB",1891,16.2516997293992
"SMOOTHOREOBP",1891,10.0027582077753
"SMOOTHOREOCR",1891,12.8837010252709
"SMOOTHOREOEPR",1891,8.62492038653447
"SMOOTHOREOSLD",1891,10.5407085418701
"SMOOTHOREOWECR",1891,12.02959638834
"SOUTHHAKECR",1891,13.4185887408513
"SOUTHHAKESA",1891,9.00234713344454
"SOUTHHAKEWCSI",1891,14.6824877402362
"TARAKNZ",1891,14.6647800869412
"MENATLAN",1891,19.1119078196836
"ARFLOUNDPCOAST",1891,13.827092460964
"BGROCKPCOAST",1891,14.8305754434495
"BLACKROCKNPCOAST",1891,12.1987762451172
"BLACKROCKSPCOAST",1891,13.827092460964
"BLUEROCKCAL",1891,13.8578399357043
"CABEZORECOAST",1891,12.9117605686188
"CHILISPCOAST",1891,13.827092460964
"CROCKPCOAST",1891,14.8305754434495
"DKROCKPCOAST",1891,14.8305754434495
"ESOLEPCOAST",1891,14.8305754434495
"KELPGREENLINGORECOAST",1891,12.9117605686188
"LINGCODNPCOAST",1891,12.708050761904
"LINGCODSPCOAST",1891,14.5311939166142
"LNOSESKAPCOAST",1891,16.1197453604804
"LSTHORNHPCOAST",1891,16.1197453604804
"POPERCHPCOAST",1891,16.1197453604804
"SABLEFPCOAST",1891,16.1197453604804
"SNROCKPCOAST",1891,14.8305754434495
"SPSDOGPCOAST",1891,14.8305754434495
"SSTHORNHPCOAST",1891,14.8305754434495
"WROCKPCOAST",1891,14.8305754434495
"YEYEROCKPCOAST",1891,14.8305754434495
"YTROCKNPCOAST",1891,12.9001810676173
"CAPEICE",1891,3.82232493353741
"CODFAPL",1891,8.70689034461975
"CODICE",1891,3.82232493353741
"HADFAPL",1891,8.70689034461975
"HADICE",1891,3.82232493353741
"HERRIsum",1891,3.82232493353741
"POLLFAPL",1891,8.70689034461975
"POLLIEG",1891,3.82232493353741
"BLACKOREOWECR",1891,12.02959638834
"BNSNZ",1891,13.3525138130355
"NZSNAPNZ7",1891,14.6647800869412
"NZSNAPNZ8",1891,17.5337500321238
"TREVALLYTRE7",1891,16.6292261396136
"RROCKLOBSTERCRA1",1891,17.8125
"RROCKLOBSTERCRA2",1891,17.3880205154419
"RROCKLOBSTERCRA3",1891,16.6004161834717
"RROCKLOBSTERCRA4",1891,14.6299104690552
"RROCKLOBSTERCRA5",1891,13.0035984732888
"RROCKLOBSTERCRA7",1891,11.0233855247498
"RROCKLOBSTERCRA8",1891,13.1779170036316
"GEMFISHNZ",1891,17.3334520626068
"NZLINGLIN6b",1891,9.1520978555841
"NZLINGLIN72",1891,13.8695831298828
"NZLINGLIN7WC",1891,14.7525636355082
"SBWHITACIR",1891,7.46274544000626
"PAUAPAU5B",1891,10.9946355819702
"PAUAPAU5D",1891,11.0974305470785
"BNKROCKCAL",1891,13.6965364615122
"BOCACCSPCOAST",1891,14.2977083267704
"CABEZNCAL",1891,13.8578399357043
"CABEZSCAL",1891,16.1197453604804
"COWCODSCAL",1891,16.1197453604804
"GRNSTROCKPCOAST",1891,16.1197453604804
"PHAKEPCOAST",1891,16.1197453604804
"PSOLEPCOAST",1891,16.1197453604804
"RROCKLOBSTERSAUSNZ",1891,16.079739411672
"RROCKLOBSTERSAUSSZ",1891,14.7876666069031
"SNAPSAUSNSG",1891,15.9812498092651
"SNAPSAUSSGSV",1891,16.2572917938232
"SNAPSAUSSSG",1891,16.4168739318848
"BHEADSHARATL",1891,24.74338555336
"BLACKGROUPERGMSATL",1891,24.4726832488487
"BNOSESHARATL",1891,24.7165817684597
"BRNSHRIMPGM",1891,24.3047453562419
"BSBASSSATL",1891,24.5663056055705
"BTIPSHARATL",1891,24.6167447566986
"BTIPSHARGM",1891,24.3407691075252
"FTOOTHSHARATL",1891,24.3816670009068
"GAGGM",1891,24.3840550695147
"GAGSATLC",1891,24.5663056055705
"GRAMBERGM",1891,24.3840550695147
"GRAMBERSATLC",1891,24.5663056055705
"GTRIGGM",1891,24.3840550695147
"KMACKGM",1891,24.3840550695147
"KMACKSATLC",1891,24.6362223307292
"LISQUIDATLC",1891,13.6246225833893
"MENATGM",1891,24.368703700878
"MUTSNAPSATLCGM",1891,24.4726832488487
"PINKSHRIMPGM",1891,24.3047453562419
"RGROUPGM",1891,24.3840550695147
"RGROUPSATL",1891,24.5663056055705
"RPORGYSATLC",1891,24.5663056055705
"RSNAPGM",1891,24.3840550695147
"RSNAPSATLC",1891,24.5663056055705
"SBARSHARATL",1891,21.5605357578823
"SNOSESHARATL",1891,24.2344635486603
"SNOWGROUPSATLC",1891,24.5663056055705
"SPANMACKGM",1891,24.3840550695147
"SPANMACKSATLC",1891,24.6362223307292
"TILEGM",1891,24.3840550695147
"TILESATLC",1891,24.5663056055705
"VSNAPGM",1891,24.3840550695147
"VSNAPSATLC",1891,24.5663056055705
"WSHRIMPGM",1891,24.3047453562419
"YEGROUPGM",1891,24.3840550695147
"YTSNAPSATLCGM",1891,24.4726832488487
"ALBASPAC",1891,22.1712104803409
"BIGEYECWPAC",1891,24.6506530077971
"BIGEYEWPO",1891,24.5669511788515
"SKJCWPAC",1891,24.1196163326853
"STMARLINSWPO",1891,24.268367815637
"YFINCWPAC",1891,24.9541991046808
"ANCHMEDGSA1",1891,17.7273964881897
"ANCHMEDGSA16",1891,19.0826563835144
"ANCHMEDGSA17-18",1891,17.549679682805
"ANCHMEDGSA19",1891,19.2147396802902
"ANCHMEDGSA20",1891,19.3112648555211
"ANCHMEDGSA22",1891,19.0872308413188
"ANCHMEDGSA29",1891,14.8643941445784
"ANCHMEDGSA6",1891,17.4090413411458
"ANCHMEDGSA9",1891,17.3895136515299
"ANGLMEDGSA15-16",1891,19.1864236195882
"ANGLMEDGSA5",1891,18.0859260559082
"ANGLMEDGSA6",1891,17.4090413411458
"ANGLMEDGSA7",1891,16.5608629499163
"BWHITMEDGSA1",1891,17.7273964881897
"BWHITMEDGSA6",1891,17.4090413411458
"BWHITMEDGSA9",1891,17.3895136515299
"CPANDMEDGSA15-16",1891,19.1864236195882
"CPANDMEDGSA9",1891,17.3895136515299
"GFORKBMEDGSA9",1891,17.3895136515299
"GRSHRIMPMEDGSA10",1891,18.4651933397566
"GRSHRIMPMEDGSA11",1891,17.7735000610352
"GRSHRIMPMEDGSA12-16",1891,19.1475218722695
"GRSHRIMPMEDGSA18-19",1891,18.9481667518616
"GRSHRIMPMEDGSA9",1891,17.3895136515299
"HAKEMEDGSA1-7",1891,17.667806041484
"HAKEMEDGSA15-16",1891,19.1864236195882
"HAKEMEDGSA17-18",1891,17.549679682805
"HAKEMEDGSA19",1891,19.2147396802902
"HAKEMEDGSA20",1891,19.3112648555211
"HAKEMEDGSA22-23",1891,19.2176804860433
"HAKEMEDGSA9-11",1891,18.0194929758708
"MHMACKMEDGSA29",1891,14.8643941445784
"NEPHMEDGSA1",1891,17.7273964881897
"NEPHMEDGSA15-16",1891,19.1864236195882
"NEPHMEDGSA17",1891,17.402037302653
"NEPHMEDGSA18",1891,17.881875038147
"NEPHMEDGSA5",1891,18.0859260559082
"NEPHMEDGSA6",1891,17.4090413411458
"NEPHMEDGSA9",1891,17.3895136515299
"PICAMEDGSA25",1891,21.3568404515584
"PRCODMEDGSA9",1891,17.3895136515299
"PSHRMPMEDGSA6",1891,17.4090413411458
"RDSHRMPMEDGSA1",1891,17.7273964881897
"RDSHRMPMEDGSA10",1891,18.4651933397566
"RDSHRMPMEDGSA15-16",1891,19.1864236195882
"RDSHRMPMEDGSA6",1891,17.4090413411458
"RMULLMEDGSA1",1891,17.7273964881897
"RMULLMEDGSA10",1891,18.4651933397566
"RMULLMEDGSA11",1891,17.7735000610352
"RMULLMEDGSA15-16",1891,19.1864236195882
"RMULLMEDGSA17-18",1891,17.549679682805
"RMULLMEDGSA19",1891,19.2147396802902
"RMULLMEDGSA25",1891,21.3568404515584
"RMULLMEDGSA29",1891,14.8643941445784
"RMULLMEDGSA5",1891,18.0859260559082
"RMULLMEDGSA6",1891,17.4090413411458
"RMULLMEDGSA7",1891,16.5608629499163
"RMULLMEDGSA9",1891,17.3895136515299
"RSHRMPMEDGSA1",1891,17.7273964881897
"RSHRMPMEDGSA10",1891,18.4651933397566
"RSHRMPMEDGSA11",1891,17.7735000610352
"RSHRMPMEDGSA12-16",1891,19.1475218722695
"RSHRMPMEDGSA17-19",1891,18.468333474521
"RSHRMPMEDGSA5",1891,18.0859260559082
"RSHRMPMEDGSA9",1891,17.3895136515299
"SARDMEDGSA1",1891,17.7273964881897
"SARDMEDGSA17-18",1891,17.549679682805
"SARDMEDGSA20",1891,19.3112648555211
"SARDMEDGSA22",1891,19.0872308413188
"SARDMEDGSA6",1891,17.4090413411458
"SARDMEDGSA9",1891,17.3895136515299
"SDOGBLKGSA29",1891,14.8643941445784
"SMSHRMPMEDGSA10",1891,18.4651933397566
"SMSHRMPMEDGSA17-18",1891,17.549679682805
"SMSHRMPMEDGSA9",1891,17.3895136515299
"SMULLMEDGSA15-16",1891,19.1864236195882
"SMULLMEDGSA5",1891,18.0859260559082
"SMULLMEDGSA9",1891,17.3895136515299
"SOLMEDGSA17",1891,17.402037302653
"SPRBLKGSA29",1891,14.8643941445784
"TBSKAMEDGSA29",1891,14.8643941445784
"TURBLKGSA29",1891,14.8643941445784
"WHITMEDGSA29",1891,14.8643941445784
"CALSCORPSCAL",1891,16.1197453604804
"CMACKPCOAST",1891,12.708050761904
"DSOLEPCOAST",1891,14.8305754434495
"GOPHERSPCOAST",1891,13.8578399357043
"GRSPROCKNCAL",1891,13.8578399357043
"GRSPROCKSCAL",1891,16.1197453604804
"SARDPCOAST",1891,14.8305754434495
"SBELLYROCKPCOAST",1891,14.8305754434495
"STFLOUNNPCOAST",1891,12.708050761904
