"ReferenceName","PolymorphicLociID"
"501","31"
"558","1"
"590","7"
"1","2"
"1190","9"
"1190","10"
"1190","11"
"1213","11"
"1190","14"
"1190","15"
"1190","16"
"1190","17"
"722","17"
"1190","20"
"1190","21"
"1190","22"
"1190","23"
"1190","24"
"1190","25"
"1190","26"
"1190","27"
"1190","28"
"1213","29"
"1213","30"
"1","3"
"1","4"
"1","5"
"1","6"
