"ReferenceName","AlleleID"
"590","7"
"1133","1"
"712","6"
"1190","9"
"1190","10"
"1190","11"
"722","11"
"1190","13"
"1190","14"
"1190","15"
"1190","16"
"722","16"
"1190","18"
"1190","19"
"1190","20"
"1190","21"
"1190","22"
"1190","23"
"1190","24"
"1190","25"
"1190","26"
