"ReferenceName","HabitatID"
"636","782"
"969","787"
"110","787"
"969","791"
"969","795"
"969","799"
"969","803"
"969","807"
"969","811"
"969","815"
"969","819"
"969","823"
"969","828"
"969","832"
"156","832"
"969","836"
"969","841"
"736","841"
"1307","841"
"969","845"
"969","849"
"969","854"
"969","858"
"969","862"
"969","866"
"969","870"
"969","874"
"969","878"
"969","882"
"969","886"
"969","890"
"969","894"
"969","899"
"969","904"
"156","904"
"969","908"
"443","749"
"841","750"
"40","750"
"230","750"
"842","750"
"1362","781"
"862","781"
"961","781"
"55","781"
"238","781"
"1482","781"
"230","781"
"640","781"
"303","781"
"373","781"
"1307","781"
"842","781"
"836","786"
"862","786"
"961","786"
"906","786"
"1270","786"
"244","786"
"1347","786"
"230","786"
"1416","786"
"509","786"
"194","786"
"110","786"
"1502","790"
"1362","790"
"862","790"
"942","790"
"961","790"
"1116","790"
"55","790"
"238","790"
"1482","790"
"230","790"
"1307","790"
"1362","794"
"862","794"
"961","794"
"55","794"
"1116","794"
"1270","794"
"1048","794"
"238","794"
"1482","794"
"230","794"
"1416","794"
"509","794"
"510","794"
"1121","794"
"194","794"
"1381","794"
"373","794"
"1122","794"
"842","794"
"862","798"
"961","798"
"743","798"
"1502","802"
"1362","802"
"862","802"
"961","802"
"55","802"
"230","802"
"1307","802"
"862","806"
"961","806"
"743","806"
"862","810"
"150","810"
"961","810"
"743","810"
"1347","810"
"40","810"
"230","810"
"862","814"
"961","814"
"719","814"
"230","814"
"862","818"
"961","818"
"743","818"
"862","822"
"961","822"
"998","822"
"150","827"
"961","827"
"1116","827"
"906","827"
"1416","827"
"509","827"
"510","827"
"1121","827"
"684","827"
"194","827"
"1381","827"
"1122","827"
"1362","831"
"862","831"
"150","831"
"961","831"
"156","831"
"55","831"
"1270","831"
"1156","831"
"238","831"
"1482","831"
"509","831"
"510","831"
"1051","831"
"373","831"
"1468","831"
"545","831"
"842","831"
"1362","835"
"862","835"
"150","835"
"961","835"
"55","835"
"238","835"
"1482","835"
"1307","835"
"1362","840"
"862","840"
"150","840"
"961","840"
"55","840"
"238","840"
"1482","840"
"230","840"
"329","840"
"152","840"
"736","840"
"394","840"
"1468","840"
"443","840"
"1307","840"
"842","840"
"394","839"
"862","844"
"961","844"
"862","848"
"961","848"
"244","848"
"150","853"
"961","853"
"862","857"
"942","857"
"961","857"
"55","857"
"238","857"
"1482","857"
"509","857"
"510","857"
"1268","857"
"1468","857"
"842","857"
"1362","861"
"961","861"
"862","865"
"150","865"
"961","865"
"244","865"
"230","865"
"545","865"
"862","869"
"961","869"
"743","869"
"862","873"
"961","873"
"743","873"
"862","877"
"961","877"
"1008","877"
"1116","877"
"1121","877"
"1122","877"
"862","881"
"961","881"
"244","881"
"230","881"
"947","881"
"842","881"
"862","885"
"961","885"
"55","885"
"719","885"
"1362","889"
"961","889"
"55","889"
"998","889"
"862","893"
"150","893"
"817","893"
"961","893"
"743","893"
"238","893"
"1482","893"
"230","893"
"329","893"
"793","893"
"947","893"
"352","893"
"842","893"
"862","897"
"961","897"
"244","897"
"743","897"
"230","897"
"947","897"
"842","897"
"443","898"
"1363","903"
"941","902"
"1363","907"
"290","485"
"466","486"
"290","163"
"244","164"
"290","948"
"817","953"
"290","954"
"261","954"
"817","954"
"33","955"
"443","955"
"290","223"
"443","224"
"817","225"
"443","97"
"1347","97"
"817","99"
"401","286"
"290","287"
"290","497"
"401","498"
"404","498"
"817","738"
"443","739"
"842","739"
"817","739"
"1003","1012"
"817","1013"
"439","1014"
"75","1014"
"817","1014"
"1003","490"
"817","491"
"1003","491"
"842","492"
"793","493"
"867","991"
"443","992"
"817","993"
"793","994"
"817","662"
"443","662"
"817","663"
"793","664"
"842","723"
"244","727"
"439","296"
"842","297"
"244","298"
"135","9"
"436","139"
"1051","139"
"528","139"
"39","139"
"352","140"
"166","138"
"621","138"
"793","150"
"609","150"
"636","150"
"395","150"
"607","150"
"1179","150"
"622","150"
"627","150"
"626","150"
"842","150"
"352","151"
"518","155"
"1051","155"
"395","155"
"607","155"
"166","155"
"610","310"
"352","311"
"1314","344"
"793","344"
"395","344"
"793","645"
"1051","645"
"352","646"
"793","736"
"395","736"
"842","736"
"166","144"
"793","145"
"609","145"
"1051","145"
"636","145"
"395","145"
"352","146"
"443","1"
"488","1"
"31","1"
"230","1"
"78","1"
"1338","1"
"736","1"
"856","1"
"211","1"
"853","1"
"936","1"
"842","1"
"1003","1"
"339","4"
"203","4"
"230","4"
"78","4"
"736","4"
"211","4"
"936","4"
"842","4"
"736","7"
"842","7"
"78","7"
"339","7"
"443","136"
"436","136"
"339","136"
"31","136"
"115","136"
"40","136"
"230","136"
"1347","136"
"1352","136"
"610","136"
"79","136"
"1435","136"
"426","136"
"194","136"
"1381","136"
"166","136"
"817","136"
"373","136"
"856","136"
"165","136"
"454","136"
"211","136"
"506","136"
"351","136"
"352","136"
"1122","136"
"256","136"
"842","136"
"398","148"
"151","148"
"443","148"
"339","148"
"31","148"
"40","148"
"230","148"
"1347","148"
"723","148"
"1352","148"
"152","148"
"793","148"
"610","148"
"640","148"
"607","148"
"1180","148"
"629","148"
"736","148"
"398","148"
"817","148"
"1184","148"
"856","148"
"1275","148"
"454","148"
"211","148"
"351","148"
"352","148"
"631","148"
"1439","148"
"853","148"
"229","148"
"842","148"
"151","153"
"443","153"
"339","153"
"1243","153"
"193","153"
"636","153"
"230","153"
"152","153"
"518","153"
"640","153"
"78","153"
"629","153"
"296","153"
"194","153"
"736","153"
"1381","153"
"398","153"
"166","153"
"817","153"
"1184","153"
"373","153"
"506","153"
"1122","153"
"631","153"
"545","153"
"936","153"
"842","153"
"609","308"
"394","308"
"443","308"
"339","308"
"31","308"
"230","308"
"1347","308"
"610","308"
"364","308"
"398","308"
"817","308"
"856","308"
"351","308"
"352","308"
"853","308"
"936","308"
"842","308"
"443","313"
"339","313"
"230","313"
"78","313"
"1448","313"
"736","313"
"817","313"
"936","313"
"842","313"
"339","342"
"942","342"
"31","342"
"230","342"
"1347","342"
"152","342"
"793","342"
"736","342"
"398","342"
"817","342"
"1275","342"
"853","342"
"936","342"
"842","342"
"443","643"
"339","643"
"1243","643"
"31","643"
"1314","643"
"40","643"
"230","643"
"1347","643"
"723","643"
"152","643"
"793","643"
"398","643"
"1397","12"
"453","12"
"454","12"
"506","12"
"326","12"
"1397","13"
"103","13"
"506","13"
"326","13"
"203","11"
"103","11"
"1381","11"
"373","11"
"454","11"
"151","11"
"484","11"
"326","11"
"842","11"
"967","420"
"1259","420"
"420","420"
"949","420"
"1318","420"
"453","420"
"924","420"
"541","420"
"178","420"
"949","420"
"280","420"
"1258","420"
"1329","420"
"1317","420"
"949","425"
"487","425"
"949","419"
"487","419"
"1318","419"
"949","421"
"280","421"
"1258","421"
"1317","421"
"331","421"
"423","422"
"950","423"
"1377","423"
"280","423"
"211","423"
"331","423"
"421","424"
"1382","698"
"71","698"
"967","699"
"310","700"
"506","700"
"1347","700"
"817","700"
"443","700"
"577","701"
"680","701"
"40","701"
"1382","706"
"71","706"
"967","707"
"506","702"
"1382","703"
"817","704"
"1076","705"
"967","693"
"693","694"
"1076","694"
"817","695"
"680","696"
"842","697"
"453","697"
"40","697"
"443","697"
"443","917"
"1405","917"
"817","917"
"1405","919"
"947","918"
"443","916"
"1285","916"
"230","916"
"1347","916"
"947","916"
"817","916"
"211","916"
"842","916"
"895","237"
"842","237"
"1307","237"
"817","238"
"967","239"
"1278","239"
"304","239"
"842","239"
"674","239"
"178","239"
"1382","240"
"1038","241"
"895","246"
"967","246"
"1085","247"
"1382","242"
"1278","243"
"1272","244"
"1085","245"
"1096","230"
"817","231"
"615","232"
"352","233"
"967","234"
"677","235"
"1272","236"
"674","236"
"1278","236"
"677","236"
"643","236"
"363","208"
"895","209"
"526","209"
"363","210"
"526","210"
"577","211"
"506","212"
"287","213"
"895","388"
"724","388"
"1382","388"
"895","389"
"724","389"
"1463","389"
"1382","389"
"203","757"
"884","758"
"895","759"
"1463","760"
"802","761"
