"ReferenceName","HabitatID"
"443","762"
"1125","214"
"895","214"
"90","214"
"526","214"
"91","218"
"1125","412"
"1382","414"
"436","415"
"1463","416"
"1125","772"
"895","773"
"48","774"
"93","776"
"91","776"
"1010","777"
"95","778"
"291","390"
"1088","391"
"377","392"
"1245","397"
"1330","398"
"165","399"
"871","400"
"1300","401"
"99","403"
"68","404"
"69","404"
"147","405"
"115","406"
"448","407"
"1088","408"
"1443","409"
"1088","410"
"1010","766"
"1","768"
"1098","769"
"724","205"
"483","207"
"291","369"
"1088","370"
"377","371"
"1330","374"
"165","375"
"99","376"
"68","377"
"69","377"
"724","378"
"724","379"
"147","380"
"1443","381"
"448","382"
"1088","383"
"1443","384"
"1067","385"
"1088","386"
"1089","387"
"1010","752"
"1096","753"
"483","754"
"1098","755"
"1010","756"
"842","227"
"290","227"
"244","724"
"483","724"
"244","728"
"244","731"
"1146","731"
"244","299"
"842","299"
"40","300"
"1172","300"
"244","301"
"244","302"
"244","303"
"842","303"
"436","1005"
"439","1006"
"290","1006"
"436","1006"
"290","488"
"290","480"
"290","482"
"1168","483"
"842","167"
"290","168"
"290","951"
"443","957"
"33","957"
"443","228"
"443","101"
"290","290"
"290","500"
"842","500"
"401","500"
"842","741"
"443","741"
"439","1018"
"842","1017"
"842","495"
"443","996"
"443","666"
"842","725"
"244","304"
"40","305"
"577","1044"
"436","999"
"466","999"
"817","1000"
"817","1001"
"793","1002"
"439","1003"
"290","1003"
"436","1003"
"170","643"
"817","643"
"373","643"
"856","643"
"1275","643"
"211","643"
"506","643"
"351","643"
"352","643"
"853","643"
"443","734"
"339","734"
"24","734"
"31","734"
"230","734"
"1347","734"
"723","734"
"793","734"
"398","734"
"817","734"
"1275","734"
"211","734"
"351","734"
"1439","734"
"853","734"
"936","734"
"842","734"
"443","142"
"339","142"
"203","142"
"31","142"
"230","142"
"1347","142"
"723","142"
"152","142"
"793","142"
"640","142"
"194","142"
"1381","142"
"398","142"
"817","142"
"506","142"
"352","142"
"351","142"
"1122","142"
"853","142"
"936","142"
"842","142"
"1352","606"
"18","606"
"34","606"
"436","606"
"1083","607"
"764","607"
"244","118"
"73","119"
"1163","119"
"113","129"
"1163","130"
"244","652"
"113","653"
"577","654"
"842","621"
"436","622"
"768","622"
"200","622"
"178","622"
"592","622"
"22","623"
"23","1045"
"542","158"
"143","158"
"436","332"
"436","333"
"427","333"
"113","334"
"577","358"
"842","358"
"967","358"
"472","358"
"1210","358"
"244","359"
"566","712"
"244","713"
"577","713"
"967","713"
"1242","713"
"842","673"
"967","673"
"967","688"
"178","688"
"461","688"
"967","683"
"967","678"
"461","678"
"967","435"
"895","435"
"842","435"
"895","965"
"32","614"
"1083","614"
"1395","615"
"85","615"
"1352","616"
"40","616"
"436","616"
"970","616"
"964","616"
"85","122"
"970","123"
"506","123"
"964","123"
"40","124"
"244","124"
"85","124"
"73","125"
"1163","125"
"85","133"
"506","134"
"85","134"
"964","134"
"40","135"
"1163","135"
"814","135"
"244","659"
"244","660"
"1032","661"
"1051","631"
"506","632"
"1150","633"
"33","1046"
"842","1046"
"912","160"
"967","161"
"85","339"
"436","340"
"436","341"
"427","341"
"244","366"
"244","367"
"967","368"
"566","717"
"244","717"
"1382","718"
"244","719"
"967","719"
"1242","719"
"1382","720"
"842","721"
"1051","722"
"967","676"
"40","690"
"85","690"
"85","691"
"967","692"
"967","684"
"40","679"
"967","680"
"1051","436"
"842","437"
"967","438"
"895","968"
"766","608"
"436","609"
"33","610"
"113","611"
"1352","612"
"32","612"
"842","612"
"768","612"
"33","613"
"443","120"
"771","120"
"817","120"
"244","121"
"113","131"
"1051","131"
"443","132"
"817","132"
"244","655"
"113","655"
"244","656"
"113","657"
"842","658"
"842","624"
"436","624"
"244","624"
"1150","624"
"1205","624"
"1028","624"
"1417","624"
"777","625"
"113","627"
"1051","627"
"1333","629"
"577","629"
"124","630"
"439","159"
"912","159"
"436","335"
"439","335"
"453","335"
"436","337"
"436","338"
"443","338"
"785","338"
"244","361"
"1000","362"
"124","363"
"999","363"
"244","364"
"244","365"
"244","714"
"244","715"
"938","716"
"124","674"
"443","675"
"967","675"
"967","689"
"113","966"
"842","967"
"454","967"
"33","602"
"817","603"
"817","604"
"550","605"
"244","114"
"817","114"
"817","115"
"771","116"
"443","116"
"842","116"
"1053","117"
"817","126"
"817","127"
"443","127"
"47","127"
"545","128"
"244","648"
"506","648"
"1102","648"
"244","649"
"1032","650"
"506","650"
"244","651"
"436","617"
"124","618"
"124","619"
"771","620"
"748","620"
"1461","620"
"124","620"
"439","157"
"436","327"
"439","327"
"462","327"
"436","328"
"817","329"
"443","331"
"436","331"
"785","331"
"817","331"
"771","352"
"967","352"
"244","353"
"842","355"
"244","356"
"244","357"
"244","708"
"244","709"
"938","710"
"817","668"
"615","669"
"842","670"
"124","671"
"443","672"
"967","672"
"471","685"
"967","687"
"967","681"
"34","681"
"211","677"
"1053","433"
"967","434"
"113","963"
"842","964"
"18","443"
"443","444"
"439","444"
"1429","444"
"1347","444"
"817","444"
"18","451"
"967","451"
"439","183"
"982","183"
"842","183"
"18","184"
"967","184"
"462","185"
"1383","445"
"967","446"
"967","452"
"1420","189"
"462","189"
"967","190"
"1463","191"
"870","187"
"1463","188"
"1429","439"
"439","440"
"443","440"
"130","440"
"1429","440"
"580","441"
"1347","442"
"580","447"
"1347","448"
"817","448"
"1347","449"
"439","450"
"443","450"
"817","450"
"211","179"
"842","180"
"870","181"
"439","182"
"982","182"
"84","182"
"462","182"
"1463","182"
"211","182"
"443","1025"
"462","1025"
"1398","1027"
"1404","1035"
"1398","1035"
"366","1028"
"1098","1029"
"609","1030"
"609","1031"
"443","1032"
"352","1033"
"366","1020"
"1098","1021"
"615","1022"
"609","1023"
"352","1024"
"443","18"
"1398","19"
"1404","25"
"1398","25"
"462","20"
"443","21"
"1098","22"
"366","23"
"352","24"
"462","14"
"1098","15"
"366","16"
"352","17"
"357","253"
"323","254"
"527","255"
"895","256"
"1227","257"
"884","258"
"370","259"
"527","278"
"759","279"
"895","280"
"1227","281"
"718","517"
"223","518"
"1425","519"
"1013","520"
"1070","521"
"788","522"
"370","523"
"481","524"
"472","525"
"866","526"
"895","527"
"515","528"
"942","529"
"516","531"
"895","267"
"527","269"
"90","270"
"1125","270"
"91","271"
"1137","272"
"895","284"
"527","284"
"138","556"
"481","557"
"884","557"
"248","559"
"895","562"
"90","562"
"91","564"
"248","564"
"1077","564"
"1077","574"
"1138","575"
"1137","575"
"247","575"
"95","576"
"1121","260"
"203","261"
"193","262"
"92","263"
"981","264"
"1138","265"
"1137","265"
"1035","282"
"95","283"
"1121","532"
"255","533"
"1425","534"
"248","536"
"942","537"
"248","538"
"248","539"
"197","540"
"92","544"
"1077","546"
"254","547"
"981","548"
"1098","549"
"942","550"
"248","551"
"1138","552"
"254","553"
"1425","554"
"1118","555"
"942","554"
"271","554"
"828","248"
"1121","249"
"203","250"
"483","251"
"1477","274"
"1035","275"
"1162","276"
"759","277"
"1425","502"
"250","503"
"203","504"
"1096","505"
"483","506"
"942","507"
"1301","511"
"254","512"
"979","513"
"1098","514"
"254","515"
"1118","516"
"817","194"
"1001","194"
"443","194"
"817","220"
"817","454"
"462","454"
"817","196"
"1399","196"
"1283","196"
"443","196"
"514","1047"
"817","222"
"1399","222"
"1283","222"
"817","456"
"1399","456"
"454","456"
"1283","456"
"1397","195"
"1283","195"
"1001","195"
"817","1048"
"453","1048"
"890","1048"
"1085","1048"
"211","1048"
"1273","1048"
"1431","1048"
"1283","1048"
"96","1048"
"889","1048"
"352","1048"
"1250","1048"
"1430","1048"
"1001","1048"
"97","1048"
"1468","1048"
"842","1048"
"1399","221"
"817","1049"
"96","1049"
"443","1049"
"1399","455"
"1283","455"
"443","455"
"817","1050"
"454","1050"
"1273","1050"
"443","1050"
"394","192"
"817","193"
"453","193"
"793","193"
"1275","193"
"211","193"
"230","193"
"1347","193"
"1283","193"
"1039","193"
"31","193"
"723","193"
"394","193"
"1430","193"
"664","193"
"523","193"
"1001","193"
"1439","193"
"97","193"
"398","193"
"1095","193"
"443","193"
"842","193"
"817","219"
"1287","219"
"1283","219"
"352","219"
"1001","219"
"443","219"
"817","453"
"1275","453"
"454","453"
"230","453"
"1347","453"
"1283","453"
"31","453"
"723","453"
"394","453"
"352","453"
"398","453"
"1095","453"
"443","453"
"842","453"
"817","201"
"1400","201"
"817","581"
"1400","581"
"454","581"
"443","581"
"842","581"
"817","911"
"1400","911"
"298","911"
"443","911"
"1400","204"
"817","579"
"1400","915"
"298","914"
"817","202"
"1347","202"
"443","202"
"352","203"
"817","582"
"443","582"
"817","583"
"303","583"
"609","583"
"443","583"
"842","583"
"352","584"
"443","584"
"1400","585"
"817","912"
"324","912"
"443","912"
"352","913"
"817","200"
"793","200"
"1275","200"
"610","200"
"454","200"
"230","200"
"1347","200"
"1276","200"
"615","200"
"31","200"
"723","200"
"352","200"
"398","200"
"1095","200"
"443","200"
"842","200"
"1347","579"
"581","579"
"615","579"
"170","579"
"394","579"
"609","579"
"443","579"
"842","579"
"817","580"
"793","580"
"612","580"
"1275","580"
"230","580"
"1347","580"
"31","580"
"399","580"
"170","580"
"394","580"
"151","580"
"609","580"
"324","580"
"853","580"
"398","580"
"142","580"
"1095","580"
"443","580"
"842","580"
"967","87"
"211","87"
"443","87"
"967","91"
"381","91"
"974","88"
"974","89"
"739","89"
"1383","90"
"967","86"
"817","85"
"842","84"
"453","84"
"817","84"
"443","84"
"431","83"
"669","466"
"539","467"
"669","468"
"967","469"
"386","469"
"453","470"
"70","470"
"1322","470"
"386","470"
"454","470"
"49","471"
"982","472"
"386","475"
"1090","475"
"1322","476"
"967","477"
"386","477"
"49","478"
"721","479"
"982","473"
"1322","473"
"1324","473"
"1090","473"
"1293","473"
"453","474"
"342","461"
"340","461"
"721","461"
"1378","462"
"1041","463"
"597","464"
"1322","464"
"967","465"
"453","465"
"1322","465"
"270","198"
"270","199"
"453","197"
"842","197"
"443","197"
"436","984"
"589","985"
"436","985"
"842","986"
"983","986"
"88","986"
"982","986"
"1060","986"
"578","986"
"1045","986"
"178","987"
"436","987"
"436","939"
"1382","940"
"982","940"
"111","941"
"578","941"
"436","942"
"111","932"
"967","933"
"453","933"
"983","933"
"111","933"
"439","933"
"842","317"
"454","317"
"589","317"
"211","317"
"967","318"
"842","318"
"1382","318"
"1318","318"
"454","318"
"589","318"
"178","318"
"925","318"
"1455","318"
"1063","318"
"211","318"
"1061","318"
"1061","319"
"436","320"
"454","321"
"1455","321"
"1063","321"
"587","990"
"1060","990"
"1060","945"
"1281","946"
"1382","947"
"1051","324"
"1382","325"
"967","326"
"88","988"
"439","989"
"111","943"
"436","944"
"1382","322"
"1051","323"
"439","981"
"842","982"
"982","983"
"577","934"
"589","934"
"439","934"
"589","935"
"982","935"
"439","936"
"983","937"
"980","938"
"967","316"
"1198","960"
"817","960"
"1198","962"
"313","961"
"842","961"
"443","959"
"313","959"
"230","959"
"1347","959"
"453","959"
"817","959"
"211","959"
"842","959"
"1401","105"
"1341","105"
"822","105"
"211","105"
"1401","347"
"822","347"
"211","347"
"1217","347"
"21","347"
"1222","347"
"761","347"
"85","108"
"822","109"
"1401","110"
"453","111"
"1341","113"
"1401","351"
"1220","351"
"1219","351"
"285","351"
"1241","348"
"822","349"
"1085","349"
"443","349"
"352","350"
"817","106"
"1341","106"
"822","106"
"1085","106"
"303","106"
"211","106"
"1347","106"
"609","106"
"773","106"
"443","106"
"842","106"
"352","107"
"817","104"
"453","104"
"822","104"
"1275","104"
"211","104"
"230","104"
"1347","104"
"1276","104"
"581","104"
"1208","104"
"31","104"
"399","104"
"723","104"
"394","104"
"609","104"
"540","104"
"352","104"
"398","104"
"1095","104"
"172","104"
"443","104"
"842","104"
"177","103"
"176","103"
"1337","103"
"581","103"
"173","103"
"1208","103"
"394","103"
"172","103"
"842","103"
"817","346"
"822","346"
"1275","346"
"230","346"
"1224","346"
"31","346"
"399","346"
"723","346"
"394","346"
"352","346"
"1225","346"
"1220","346"
"773","346"
"1219","346"
"994","346"
"1001","346"
"285","346"
"398","346"
"1095","346"
"443","346"
"842","346"
"817","78"
"968","78"
"436","78"
"1367","78"
"1366","78"
"443","78"
"1426","171"
"968","172"
"436","172"
"39","172"
"895","172"
"467","172"
"1382","172"
"817","458"
"968","458"
"1024","458"
"443","458"
"817","744"
"968","744"
"443","744"
"817","921"
"968","921"
"39","921"
"361","921"
"443","921"
"968","1009"
"968","81"
"436","81"
"1033","81"
"428","82"
"380","82"
"811","174"
"1395","175"
"436","175"
"1426","175"
"1176","175"
"852","175"
"964","175"
"85","175"
"1396","175"
"185","175"
"184","175"
"126","175"
"968","176"
"39","176"
"895","176"
"467","176"
"436","177"
"85","178"
"1396","178"
"968","460"
"968","746"
"353","923"
"1395","924"
"1176","924"
"964","924"
"85","924"
"715","924"
"968","925"
"39","925"
"361","925"
"715","926"
"85","927"
"968","1011"
"436","79"
"1315","79"
"211","79"
"1367","79"
"1366","79"
"380","79"
"27","79"
"443","79"
"911","79"
"842","79"
"28","80"
"436","173"
"856","173"
"1426","173"
"842","173"
"817","459"
"443","459"
"443","745"
"842","745"
"856","922"
"443","922"
"1235","76"
"817","77"
"1235","77"
"436","77"
"856","77"
"211","77"
"230","77"
"1347","77"
"1033","77"
"853","77"
"909","77"
"443","77"
"842","77"
"1235","170"
"436","170"
"856","170"
"39","170"
"1426","170"
"230","170"
"1347","170"
"852","170"
"31","170"
"126","170"
"853","170"
"909","170"
"1095","170"
"842","170"
"817","457"
"1235","457"
"453","457"
"856","457"
"211","457"
"1024","457"
"852","457"
"31","457"
"758","457"
"853","457"
"227","457"
"909","457"
"443","457"
"842","457"
"1003","457"
"817","743"
"1235","743"
"856","743"
"211","743"
"1025","743"
"230","743"
"852","743"
"817","920"
"1235","920"
"856","920"
"230","920"
"31","920"
"126","920"
"609","920"
"853","920"
"909","920"
"443","920"
"842","920"
"817","1008"
"1235","1008"
"856","1008"
"211","1008"
"1025","1008"
"230","1008"
"852","1008"
"31","1008"
"853","1008"
"909","1008"
"443","1008"
"842","1008"
"1003","1008"
"969","748"
"443","748"
"842","748"
"1052","901"
"1052","906"
"969","751"
"969","782"
"847","747"
"817","747"
"31","747"
"1347","747"
"40","747"
"230","747"
"723","747"
"793","747"
"609","747"
"856","747"
"325","747"
"853","747"
"443","747"
"842","747"
"150","779"
"1267","779"
"562","779"
"31","779"
"1347","779"
"151","779"
"609","779"
"230","779"
"152","779"
"303","779"
"398","779"
"561","779"
"1001","779"
"324","779"
"1307","779"
"237","779"
"443","779"
"842","779"
"166","783"
"842","784"
"443","784"
"1381","784"
"1416","784"
"230","784"
"1347","784"
"1270","784"
"906","784"
"31","784"
"817","784"
"1267","784"
"150","784"
"1502","788"
"150","788"
"1267","788"
"817","788"
"562","788"
"31","788"
"151","788"
"230","788"
"152","788"
"561","788"
"394","788"
"1307","788"
"443","788"
"842","788"
"795","788"
"942","792"
"150","792"
"1267","792"
"906","792"
"1270","792"
"1347","792"
"230","792"
"1416","792"
"989","792"
"1117","792"
"152","792"
"1381","792"
"1122","792"
"842","792"
"150","796"
"1267","796"
"849","796"
"1458","796"
"842","796"
"1502","800"
"150","800"
"1267","800"
"817","800"
"562","800"
"31","800"
"1347","800"
"230","800"
"152","800"
"561","800"
"394","800"
"1001","800"
"237","800"
"443","800"
"842","800"
"795","800"
"842","804"
"150","804"
"1267","804"
"849","804"
"150","808"
"31","808"
"849","808"
"1347","808"
"40","808"
"230","808"
"920","808"
"1275","808"
"842","808"
"150","812"
"1267","812"
"1116","812"
"849","812"
"320","812"
"1458","812"
"230","812"
"989","812"
"1381","812"
"1307","812"
"842","812"
"150","816"
"1267","816"
"235","816"
"320","816"
"1458","816"
"842","816"
"150","820"
"1267","820"
"849","820"
"320","820"
"842","820"
"150","824"
"235","824"
"906","824"
"1156","824"
"1416","824"
"989","824"
"1117","824"
"1121","824"
"684","824"
"1381","824"
"1121","824"
"842","824"
"166","825"
"388","829"
"150","829"
"1267","829"
"562","829"
"1270","829"
"1156","829"
"151","829"
"152","829"
"1381","829"
"398","829"
"561","829"
"369","829"
"545","829"
"842","829"
"150","833"
"1267","833"
"31","833"
"203","833"
"1347","833"
"152","833"
"324","833"
"1073","833"
"1307","833"
"443","833"
"842","833"
"150","837"
"1267","837"
"562","837"
"31","837"
"203","837"
"1347","837"
"151","837"
"230","837"
"152","837"
"398","837"
"1275","837"
"561","837"
"394","837"
"443","837"
"842","837"
"150","842"
"1267","842"
"235","842"
"1156","842"
"842","842"
"150","846"
"1267","846"
"235","846"
"1156","846"
"989","846"
"1121","846"
"1122","846"
"842","846"
"150","851"
"849","851"
"842","851"
"150","855"
"1267","855"
"1156","855"
"1458","855"
"1268","855"
"369","855"
"1071","855"
"842","855"
"150","859"
"150","863"
"780","863"
"1267","863"
"831","863"
"31","863"
"1347","863"
"230","863"
"793","863"
"1001","863"
"545","863"
"443","863"
"842","863"
"150","867"
"1267","867"
"849","867"
"842","867"
"150","871"
"849","871"
"320","871"
"1458","871"
"40","871"
"842","871"
"150","875"
"1267","875"
"1116","875"
"235","875"
"1008","875"
"1156","875"
"1458","875"
"989","875"
"1122","875"
"369","875"
"842","875"
"150","879"
"842","879"
"230","879"
"150","883"
"1267","883"
"31","883"
"849","883"
"320","883"
"1458","883"
"40","883"
"842","883"
"920","883"
"1267","887"
"849","887"
"1458","887"
"842","887"
"1307","887"
"150","891"
"1267","891"
"838","891"
"562","891"
"31","891"
"1347","891"
"151","891"
"230","891"
"152","891"
"793","891"
"398","891"
"1275","891"
"561","891"
"394","891"
"935","891"
"443","891"
"842","891"
"150","895"
"1267","895"
"858","895"
"577","895"
"817","895"
"1347","895"
"230","895"
"394","895"
"443","895"
"842","895"
"150","900"
"320","900"
"1370","900"
"1427","900"
"842","900"
"150","905"
"320","905"
"1370","905"
"1369","905"
"842","905"
"207","588"
"436","588"
"1285","588"
"1402","588"
"303","588"
"842","588"
"443","593"
"207","593"
"1402","593"
"38","593"
"817","593"
"454","593"
"443","597"
"207","597"
"1402","597"
"842","597"
"436","591"
"1285","591"
"1402","591"
"633","591"
"241","591"
"842","591"
"1402","595"
"436","601"
"1402","601"
"842","601"
"436","589"
"1285","589"
"581","589"
"1149","589"
"793","589"
"636","589"
"240","589"
"947","589"
"303","589"
"295","589"
"817","589"
"1085","589"
"241","589"
"842","589"
"352","590"
"1149","594"
"436","598"
"1149","598"
"1347","598"
"1352","598"
"793","598"
"1078","598"
"211","598"
"621","599"
"352","600"
"436","586"
"1285","586"
"31","586"
"1097","586"
"230","586"
"1347","586"
"723","586"
"1352","586"
"793","586"
"610","586"
"240","586"
"303","586"
"398","586"
"817","586"
"1275","586"
"211","586"
"352","586"
"1439","586"
"853","586"
"842","586"
"394","587"
"443","592"
"31","592"
"38","592"
"667","592"
"1144","592"
"1149","592"
"817","592"
"211","592"
"853","592"
"840","592"
"443","596"
"436","596"
"31","596"
"230","596"
"1347","596"
"723","596"
"793","596"
"398","596"
"817","596"
"1078","596"
"856","596"
"211","596"
"352","596"
"1439","596"
"853","596"
"840","596"
"1285","929"
"42","929"
"1170","929"
"817","929"
"506","929"
"443","929"
"1285","931"
"42","931"
"506","931"
"1285","930"
"443","930"
"1285","928"
"31","928"
"230","928"
"1347","928"
"793","928"
"817","928"
"211","928"
"469","928"
"853","928"
"443","928"
"453","94"
"1307","94"
"506","1039"
"883","1039"
"842","1039"
"506","1043"
"107","1040"
"319","1040"
"742","1040"
"1447","1041"
"1194","1042"
"1195","1042"
"453","95"
"107","95"
"416","95"
"1350","95"
"1468","95"
"742","95"
"1307","95"
"1194","96"
"1195","96"
"453","92"
"1194","92"
"886","92"
"417","92"
"651","92"
