"ReferenceName","PredatorID"
"77","1038"
"942","1038"
"1130","1038"
"20","1038"
"19","1038"
"468","1038"
"6","1038"
"862","1039"
"954","1039"
"77","1039"
"942","1039"
"1130","1039"
"20","1039"
"19","1039"
"468","1039"
"6","1039"
"862","1049"
"954","1049"
"77","1049"
"942","1049"
"1130","1049"
"20","1049"
"19","1049"
"862","1050"
"954","1050"
"77","1050"
"942","1050"
"1130","1050"
"20","1050"
"19","1050"
"862","1051"
"954","1051"
"77","1051"
"942","1051"
"1130","1051"
"20","1051"
"19","1051"
"862","1052"
"954","1052"
"77","1052"
"942","1052"
"1130","1052"
"20","1052"
"19","1052"
"862","1053"
"954","1053"
"77","1053"
"942","1053"
"1130","1053"
"20","1053"
"19","1053"
"862","1054"
"954","1054"
"77","1054"
"942","1054"
"1130","1054"
"20","1054"
"19","1054"
"862","1055"
"954","1055"
"77","1055"
"942","1055"
"1130","1055"
"20","1055"
"19","1055"
"862","1062"
"954","1062"
"77","1062"
"942","1062"
"1130","1062"
"20","1062"
"19","1062"
"862","1063"
"954","1063"
"77","1063"
"942","1063"
"1130","1063"
"20","1063"
"19","1063"
"862","1064"
"954","1064"
"77","1064"
"942","1064"
"1130","1064"
"20","1064"
"19","1064"
"862","1065"
"954","1065"
"77","1065"
"942","1065"
"1130","1065"
"20","1065"
"19","1065"
"862","1066"
"954","1066"
"77","1066"
"942","1066"
"1130","1066"
"20","1066"
"19","1066"
"862","1067"
"954","1067"
"77","1067"
"942","1067"
"1130","1067"
"20","1067"
"19","1067"
"862","1068"
"954","1068"
"77","1068"
"942","1068"
"1130","1068"
"20","1068"
"19","1068"
"862","1076"
"954","1076"
"77","1076"
"942","1076"
"1130","1076"
"20","1076"
"19","1076"
"862","1077"
"954","1077"
"77","1077"
"942","1077"
"1130","1077"
"20","1077"
"19","1077"
"862","1078"
"954","1078"
"77","1078"
"942","1078"
"1130","1078"
"20","1078"
"19","1078"
"862","1079"
"954","1079"
"77","1079"
"942","1079"
"1130","1079"
"20","1079"
"19","1079"
"862","1080"
"954","1080"
"77","1080"
"942","1080"
"1130","1080"
"20","1080"
"19","1080"
"862","1081"
"954","1081"
"77","1081"
"942","1081"
"1130","1081"
"20","1081"
"19","1081"
"862","1082"
"954","1082"
"77","1082"
"942","1082"
"1130","1082"
"20","1082"
"19","1082"
"862","1089"
"954","1089"
"77","1089"
"942","1089"
"1130","1089"
"20","1089"
"19","1089"
"862","1090"
"954","1090"
"77","1090"
"942","1090"
"1130","1090"
"20","1090"
"19","1090"
"862","1091"
"954","1091"
"77","1091"
"942","1091"
"1130","1091"
"20","1091"
"19","1091"
"862","1092"
"954","1092"
"77","1092"
"942","1092"
"1130","1092"
"20","1092"
"19","1092"
"862","1093"
"954","1093"
"77","1093"
"942","1093"
"1130","1093"
"20","1093"
"19","1093"
"862","1094"
"954","1094"
"77","1094"
"942","1094"
"1130","1094"
"20","1094"
"19","1094"
"862","1095"
"954","1095"
"77","1095"
"942","1095"
"1130","1095"
"20","1095"
"19","1095"
"862","1104"
"954","1104"
"77","1104"
"942","1104"
"1130","1104"
"20","1104"
"19","1104"
"1156","1104"
"862","1105"
"954","1105"
"77","1105"
"942","1105"
"1130","1105"
"20","1105"
"19","1105"
"1156","1105"
"862","1106"
"954","1106"
"77","1106"
"942","1106"
"1130","1106"
"20","1106"
"19","1106"
"1156","1106"
"862","1107"
"954","1107"
"77","1107"
"942","1107"
"1130","1107"
"20","1107"
"19","1107"
"1156","1107"
"862","1108"
"954","1108"
"77","1108"
"942","1108"
"1130","1108"
"20","1108"
"19","1108"
"1156","1108"
"862","1109"
"954","1109"
"77","1109"
"942","1109"
"1130","1109"
"20","1109"
"19","1109"
"1156","1109"
"862","1110"
"954","1110"
"77","1110"
"942","1110"
"1130","1110"
"20","1110"
"19","1110"
"1156","1110"
"862","1111"
"954","1111"
"77","1111"
"942","1111"
"1130","1111"
"20","1111"
"19","1111"
"1156","1111"
"862","1118"
"954","1118"
"77","1118"
"942","1118"
"1130","1118"
"20","1118"
"19","1118"
"862","1119"
"954","1119"
"77","1119"
"942","1119"
"1130","1119"
"20","1119"
"19","1119"
"862","1120"
"954","1120"
"77","1120"
"942","1120"
"1130","1120"
"20","1120"
"19","1120"
"862","1121"
"954","1121"
"77","1121"
"942","1121"
"1130","1121"
"20","1121"
"19","1121"
"862","1122"
"954","1122"
"77","1122"
"942","1122"
"1130","1122"
"20","1122"
"19","1122"
"862","1123"
"954","1123"
"77","1123"
"942","1123"
"1130","1123"
"20","1123"
"19","1123"
"862","1124"
"954","1124"
"77","1124"
"942","1124"
"1130","1124"
"20","1124"
"19","1124"
"862","1133"
"954","1133"
"77","1133"
"942","1133"
"1130","1133"
"20","1133"
"19","1133"
"862","1134"
"954","1134"
"77","1134"
"942","1134"
"1130","1134"
"20","1134"
"19","1134"
"862","1135"
"954","1135"
"77","1135"
"942","1135"
"1130","1135"
"20","1135"
"19","1135"
"862","1136"
"954","1136"
"77","1136"
"942","1136"
"1130","1136"
"20","1136"
"19","1136"
"862","1137"
"954","1137"
"77","1137"
"942","1137"
"1130","1137"
"20","1137"
"19","1137"
"862","1138"
"954","1138"
"77","1138"
"942","1138"
"1130","1138"
"20","1138"
"19","1138"
"862","1139"
"954","1139"
"77","1139"
"942","1139"
"1130","1139"
"20","1139"
"19","1139"
"862","1146"
"954","1146"
"77","1146"
"942","1146"
"1130","1146"
"20","1146"
"19","1146"
"862","1147"
"954","1147"
"77","1147"
"942","1147"
"1130","1147"
"20","1147"
"19","1147"
"862","1148"
"954","1148"
"77","1148"
"942","1148"
"1130","1148"
"20","1148"
"19","1148"
"862","1149"
"954","1149"
"77","1149"
"942","1149"
"1130","1149"
"20","1149"
"19","1149"
"862","1150"
"954","1150"
"77","1150"
"942","1150"
"1130","1150"
"20","1150"
"19","1150"
"862","1151"
"954","1151"
"77","1151"
"942","1151"
"1130","1151"
"20","1151"
"19","1151"
"862","1152"
"954","1152"
"77","1152"
"942","1152"
"1130","1152"
"20","1152"
"19","1152"
"935","1159"
"862","1160"
"954","1160"
"77","1160"
"942","1160"
"1130","1160"
"20","1160"
"19","1160"
"862","1161"
"954","1161"
"77","1161"
"942","1161"
"1130","1161"
"20","1161"
"19","1161"
"862","1162"
"954","1162"
"77","1162"
"942","1162"
"1130","1162"
"20","1162"
"19","1162"
"862","1163"
"954","1163"
"77","1163"
"942","1163"
"1130","1163"
"20","1163"
"19","1163"
"862","1164"
"954","1164"
"77","1164"
"942","1164"
"1130","1164"
"20","1164"
"19","1164"
"862","1165"
"954","1165"
"77","1165"
"942","1165"
"1130","1165"
"20","1165"
"19","1165"
"862","1166"
"954","1166"
"77","1166"
"942","1166"
"1130","1166"
"20","1166"
"19","1166"
"842","1177"
"862","1173"
"954","1173"
"77","1173"
"942","1173"
"1130","1173"
"20","1173"
"19","1173"
"862","1174"
"954","1174"
"77","1174"
"942","1174"
"1130","1174"
"20","1174"
"19","1174"
"862","1175"
"954","1175"
"77","1175"
"942","1175"
"1130","1175"
"20","1175"
"19","1175"
"862","1176"
"954","1176"
"77","1176"
"942","1176"
"1130","1176"
"20","1176"
"19","1176"
"862","1178"
"954","1178"
"77","1178"
"942","1178"
"1130","1178"
"20","1178"
"19","1178"
"862","1179"
"954","1179"
"77","1179"
"942","1179"
"1130","1179"
"20","1179"
"19","1179"
"862","1180"
"954","1180"
"77","1180"
"942","1180"
"1130","1180"
"20","1180"
"19","1180"
"244","1184"
"705","1184"
"244","1185"
"705","1185"
"244","1188"
"705","1188"
"244","1189"
"705","1189"
"954","756"
"58","756"
"954","757"
"58","757"
"954","758"
"58","758"
"954","770"
"58","770"
"922","770"
"954","772"
"58","772"
"922","772"
"954","773"
"58","773"
"922","773"
"1282","771"
"954","774"
"58","774"
"922","774"
"954","785"
"58","785"
"954","786"
"58","786"
"954","787"
"58","787"
"954","798"
"58","798"
"922","798"
"954","800"
"58","800"
"922","800"
"954","801"
"58","801"
"922","801"
"954","802"
"58","802"
"922","802"
"1282","799"
"954","813"
"58","813"
"954","814"
"58","814"
"954","815"
"58","815"
"954","826"
"58","826"
"954","827"
"58","827"
"954","828"
"58","828"
"954","839"
"58","839"
"954","840"
"58","840"
"954","841"
"58","841"
"954","852"
"58","852"
"954","853"
"58","853"
"954","854"
"58","854"
"954","865"
"58","865"
"922","865"
"1282","866"
"954","867"
"58","867"
"922","867"
"954","868"
"58","868"
"922","868"
"954","869"
"58","869"
"922","869"
"954","880"
"58","880"
"1282","881"
"954","882"
"58","882"
"922","882"
"954","883"
"58","883"
"922","883"
"1155","884"
"954","895"
"58","895"
"922","895"
"954","896"
"58","896"
"922","896"
"954","897"
"58","897"
"922","897"
"954","898"
"58","898"
"922","898"
"954","909"
"58","909"
"1155","909"
"1282","910"
"954","911"
"58","911"
"1155","911"
"954","912"
"58","912"
"1155","912"
"954","913"
"58","913"
"1155","913"
"1282","928"
"954","925"
"58","925"
"150","925"
"1156","925"
"244","925"
"1500","925"
"922","925"
"842","925"
"954","926"
"58","926"
"150","926"
"1156","926"
"244","926"
"1500","926"
"922","926"
"842","926"
"954","927"
"58","927"
"150","927"
"1156","927"
"244","927"
"1500","927"
"922","927"
"842","927"
"954","929"
"58","929"
"150","929"
"1156","929"
"244","929"
"1500","929"
"922","929"
"842","929"
"954","930"
"58","930"
"150","930"
"1156","930"
"244","930"
"1500","930"
"922","930"
"842","930"
"954","931"
"58","931"
"150","931"
"1156","931"
"244","931"
"1500","931"
"922","931"
"842","931"
"954","932"
"58","932"
"150","932"
"1156","932"
"244","932"
"1500","932"
"922","932"
"842","932"
"954","933"
"58","933"
"150","933"
"1156","933"
"244","933"
"1500","933"
"922","933"
"842","933"
"683","944"
"954","945"
"58","945"
"954","947"
"58","947"
"954","948"
"58","948"
"1282","946"
"954","959"
"58","959"
"1500","959"
"954","960"
"58","960"
"1500","960"
"1282","961"
"954","962"
"58","962"
"1500","962"
"954","963"
"58","963"
"1500","963"
"954","964"
"58","964"
"1500","964"
"954","965"
"58","965"
"1500","965"
"954","981"
"58","981"
"454","982"
"1282","983"
"954","984"
"58","984"
"954","985"
"58","985"
"954","996"
"58","996"
"1282","997"
"954","998"
"58","998"
"954","999"
"58","999"
"954","1010"
"58","1010"
"922","1010"
"1282","1011"
"954","1012"
"58","1012"
"922","1012"
"954","1013"
"58","1013"
"922","1013"
"954","1014"
"58","1014"
"922","1014"
"954","1025"
"58","1025"
"922","1025"
"1156","1025"
"6","1025"
"954","1026"
"58","1026"
"922","1026"
"1156","1026"
"6","1026"
"1282","1027"
"954","1028"
"58","1028"
"922","1028"
"1156","1028"
"6","1028"
"954","1029"
"58","1029"
"922","1029"
"1156","1029"
"6","1029"
"954","1030"
"58","1030"
"922","1030"
"1156","1030"
"6","1030"
"954","1031"
"58","1031"
"922","1031"
"1156","1031"
"6","1031"
"954","1042"
"58","1042"
"922","1042"
"1155","1042"
"1282","1043"
"954","1044"
"58","1044"
"922","1044"
"1155","1044"
"954","1045"
"58","1045"
"922","1045"
"1155","1045"
"954","1046"
"58","1046"
"922","1046"
"1155","1046"
"954","1047"
"58","1047"
"922","1047"
"1155","1047"
"954","1058"
"58","1058"
"954","1059"
"58","1059"
"954","1060"
"58","1060"
"954","1071"
"58","1071"
"922","1071"
"954","1072"
"58","1072"
"922","1072"
"954","1073"
"58","1073"
"922","1073"
"954","1074"
"58","1074"
"922","1074"
"954","1085"
"58","1085"
"954","1086"
"58","1086"
"954","1087"
"58","1087"
"954","1098"
"58","1098"
"922","1098"
"1282","1099"
"954","1100"
"58","1100"
"922","1100"
"954","1101"
"58","1101"
"922","1101"
"954","1102"
"58","1102"
"922","1102"
"954","1114"
"58","1114"
"954","1115"
"58","1115"
"954","1116"
"58","1116"
"954","1127"
"58","1127"
"922","1127"
"1282","1128"
"954","1129"
"58","1129"
"922","1129"
"954","1130"
"58","1130"
"922","1130"
"954","1131"
"58","1131"
"922","1131"
"954","1142"
"58","1142"
"954","1143"
"58","1143"
"954","1144"
"58","1144"
"954","1155"
"58","1155"
"954","1156"
"58","1156"
"954","1157"
"58","1157"
"954","1169"
"58","1169"
"954","1170"
"58","1170"
"954","1171"
"58","1171"
"40","1183"
"292","1183"
"244","1186"
"705","1186"
"244","1187"
"705","1187"
"436","566"
"242","566"
"436","568"
"242","568"
"436","570"
"242","570"
"241","565"
"241","570"
"241","572"
"241","574"
"241","573"
"241","575"
"241","569"
"241","567"
"454","577"
"436","578"
"436","579"
"436","580"
"436","581"
"436","560"
"683","560"
"868","560"
"436","561"
"683","561"
"868","561"
"436","562"
"683","562"
"868","562"
"436","564"
"683","564"
"868","564"
"443","563"
"683","576"
"1285","1212"
"577","1212"
"1187","1212"
"453","1212"
"1285","1213"
"577","1213"
"1187","1213"
"453","1213"
"1285","1214"
"577","1214"
"1187","1214"
"453","1214"
"1285","1215"
"577","1215"
"1187","1215"
"453","1215"
"883","1334"
"842","104"
"842","105"
"593","105"
"593","107"
"1467","108"
"593","109"
"725","1331"
"725","1332"
"1282","1333"
"725","99"
"725","100"
"593","101"
"593","102"
"593","103"
"462","621"
"462","624"
"462","631"
"462","633"
"582","627"
"582","630"
"842","621"
"842","623"
"842","624"
"842","626"
"842","628"
"842","629"
"842","631"
"842","634"
"842","635"
"842","636"
"829","1271"
"829","1272"
"829","1273"
"829","1268"
"829","1269"
"829","1270"
"454","307"
"454","308"
"486","309"
"1501","925"
"1501","936"
"1501","937"
"1501","938"
"1501","939"
"1501","940"
"1501","941"
"1501","967"
"1501","970"
"1501","971"
"1501","973"
"1501","975"
"1501","935"
"1501","978"
"1501","965"
"1501","926"
"1501","927"
"1501","929"
"1501","930"
"1501","931"
"1501","932"
"1501","933"
"1501","959"
"1501","960"
"1501","962"
"1501","963"
"1501","964"
"1501","977"
