"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Salmon",1473266,2521445
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Giant Pacific oyster",238926,9557050
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Dover sole",161752,2625837
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Albacore tuna",136575,1000549
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Market crab",109069,452381
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Ocean shrimp",75572,683913
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Petrale sole",67223,580507
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","English sole",34064,458464
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Rockfish",29870,657946
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Rex sole",18833,267509
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Sablefish",14285,162510
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Lingcod",9959,127846
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Perch",6311,45474
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Sanddab",5698,72493
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","All other species",10538,169820
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Salmon",744311,1274411
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Dover sole",79956,1297984
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Market crab",62123,257663
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Albacore tuna",41718,305628
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Sablefish",29600,336743
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Rockfish",16779,364707
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Petrale sole",13179,113810
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","English sole",10378,139672
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Lingcod",7511,96416
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Rex sole",7260,103119
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Smelt",5280,104771
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","All other species",8680,187914
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Market crab",215306,893015
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Salmon",197452,339066
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Ocean shrimp",93261,843995
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Petrale sole",15305,132165
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","English sole",14452,194512
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Lingcod",12246,157197
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Albacore tuna",9564,70065
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","Dover sole",8109,131646
"FB 125","Table 16",1962,"Eureka","Crescent City","Landings","All other species",17485,280677
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Dover sole",173214,2811913
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Petrale sole",58628,506288
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Rockfish",39763,876045
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","English sole",28647,385555
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Lingcod",18775,241015
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Sablefish",17079,194301
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Market crab",15915,66009
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Rex sole",11140,158245
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","Miscellaneous (animal food)",5248,262403
"FB 125","Table 16",1962,"Eureka","Fields Landing","Landings","All other species",21206,235688
"FB 125","Table 16",1962,"Eureka","Trinidad","Landings","Market crab",43639,181001
"FB 125","Table 16",1962,"Eureka","Trinidad","Landings","Salmon",12099,22580
"FB 125","Table 16",1962,"Eureka","Trinidad","Landings","All other species",75,478
"FB 125","Table 16",1962,"Eureka","Albion","Landings","Salmon",19010,32535
"FB 125","Table 16",1962,"Eureka","Albion","Landings","All other species",3,73
"FB 125","Table 16",1962,"Eureka","All Other Ports","Landings","All other species",749,5821
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Yellowfin tuna",4570752,21358653
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Albacore tuna",877690,4000811
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Market crab",235191,759171
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Salmon",200783,314657
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Bigeye tuna",191763,968991
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","English sole",125248,1739551
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Bluefin tuna",98258,500040
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Petrale sole",94695,758775
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Rockfish",91776,1754855
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Oriental tuna",72575,194000
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Dover sole",64243,1185298
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Skipjack",63728,412214
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Sablefish",24144,776342
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Rex sole",22848,341519
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Sanddab",21903,324004
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Lingcod",16153,210881
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Sand sole",12619,123960
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","California halibut",11157,51867
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","Flounder",5370,101512
"FB 125","Table 17",1962,"San Francisco","San Francisco","Landings","All other species",18880,461318
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","Salmon",463088,725729
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","Market crab",83078,268166
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","Ocean shrimp",26686,242597
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","English sole",13242,183914
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","Albacore tuna",10329,75729
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","Smelt",7737,49171
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","Dover sole",5462,100783
"FB 125","Table 17",1962,"San Francisco","Bodega Bay","Landings","All other species",14162,198968
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Salmon",183862,288140
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Market crab",41896,135235
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Giant Pacific oyster",27565,264541
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","English sole",20195,280490
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Petrale sole",13930,111620
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Rockfish",9847,189021
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Dover sole",6497,119871
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","Rex sole",5755,86025
"FB 125","Table 17",1962,"San Francisco","Point Reyes","Landings","All other species",18741,325979
"FB 125","Table 17",1962,"San Francisco","Sausalito","Landings","Salmon",212252,332631
"FB 125","Table 17",1962,"San Francisco","Sausalito","Landings","Albacore tuna",55535,407147
"FB 125","Table 17",1962,"San Francisco","Sausalito","Landings","Market crab",24353,78608
"FB 125","Table 17",1962,"San Francisco","Sausalito","Landings","All other species",513,5964
"FB 125","Table 17",1962,"San Francisco","Oakland","Landings","Albacore tuna",126350,926318
"FB 125","Table 17",1962,"San Francisco","Oakland","Landings","Salmon",72055,112921
"FB 125","Table 17",1962,"San Francisco","Oakland","Landings","Market crab",8768,28303
"FB 125","Table 17",1962,"San Francisco","Oakland","Landings","All other species",5077,97979
"FB 125","Table 17",1962,"San Francisco","Princeton","Landings","Salmon",172822,270838
"FB 125","Table 17",1962,"San Francisco","Princeton","Landings","Market crab",24484,79032
"FB 125","Table 17",1962,"San Francisco","Princeton","Landings","All other species",5334,38466
"FB 125","Table 17",1962,"San Francisco","Tomales Bay","Landings","Giant Pacific oyster",13324,127868
"FB 125","Table 17",1962,"San Francisco","Tomales Bay","Landings","Pacific herring",6829,784869
"FB 125","Table 17",1962,"San Francisco","Tomales Bay","Landings","All other species",12833,181805
"FB 125","Table 17",1962,"San Francisco","Clear Lake","Landings","Hardhead",22083,110415
"FB 125","Table 17",1962,"San Francisco","Clear Lake","Landings","Carp",5441,110825
"FB 125","Table 17",1962,"San Francisco","Turlock","Landings","Carp",3074,62615
"FB 125","Table 17",1962,"San Francisco","Turlock","Landings","All other species",2289,11152
"FB 125","Table 17",1962,"San Francisco","All Other Ports","Landings","All other species",7510,78010
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Albacore tuna",336274,2338483
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Salmon",130295,214972
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Sardine",50439,1601215
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Jack mackerel",36855,1510467
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Pacific herring",31309,372287
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Anchovy",17243,857880
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Squid",8988,420000
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","Rockfish",5076,57798
"FB 125","Table 18",1962,"Monterey","Moss Landing","Landings","All other species",16823,191561
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Rockfish",147786,2770384
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Squid",111983,5232857
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Albacore tuna",49823,346474
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Sardine",30566,970363
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Salmon",27690,45685
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Petrale sole",19987,166556
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","English sole",19530,268644
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Jack mackerel",13080,535410
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Sablefish",12173,227956
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Sanddab",8391,117363
"FB 125","Table 18",1962,"Monterey","Monterey","Landings","Anchovy",6093,303134
