"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Sole",9818196,648001
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Crab",2774807,370437
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Salmon",703705,182752
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Rockfish",1825315,93639
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Sablefish",713283,69117
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Albacore tuna",364797,46056
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Lingcod",327081,29061
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Flounder",390077,20635
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","Sanddab",101659,6567
"FB 95","Table 25",1952,"Santa Barbara","Eureka","Landings","All other species",223138,19663
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Albacore tuna",1672311,211129
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Salmon",707179,183654
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Rockfish",2438021,125070
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Sole",1340328,88462
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Sablefish",478761,46392
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Lingcod",416590,37014
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Smelt",164227,10363
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","Crab",30174,4028
"FB 95","Table 25",1952,"Santa Barbara","Fort Bragg","Landings","All other species",60718,4387
"FB 95","Table 25",1952,"Santa Barbara","Crescent City","Landings","Crab",2882773,384850
"FB 95","Table 25",1952,"Santa Barbara","Crescent City","Landings","Salmon",412494,107125
"FB 95","Table 25",1952,"Santa Barbara","Crescent City","Landings","Sole",360986,23825
"FB 95","Table 25",1952,"Santa Barbara","Crescent City","Landings","Lingcod",144106,12804
"FB 95","Table 25",1952,"Santa Barbara","Crescent City","Landings","Rockfish",163799,8403
"FB 95","Table 25",1952,"Santa Barbara","Crescent City","Landings","All other species",216184,15142
"FB 95","Table 25",1952,"Santa Barbara","Fields Landing","Landings","Crab",1217144,162489
"FB 95","Table 25",1952,"Santa Barbara","Fields Landing","Landings","Sole",728082,48053
"FB 95","Table 25",1952,"Santa Barbara","Fields Landing","Landings","Salmon",29184,7579
"FB 95","Table 25",1952,"Santa Barbara","Fields Landing","Landings","Rockfish",146011,7490
"FB 95","Table 25",1952,"Santa Barbara","Fields Landing","Landings","All other species",127775,10829
"FB 95","Table 25",1952,"Santa Barbara","Trinidad","Landings","Crab",883412,117935
"FB 95","Table 25",1952,"Santa Barbara","Trinidad","Landings","Salmon",22340,5918
"FB 95","Table 25",1952,"Santa Barbara","Trinidad","Landings","All other species",1710,180
"FB 95","Table 25",1952,"Santa Barbara","Shelter Cove","Landings","Salmon",103247,26813
"FB 95","Table 25",1952,"Santa Barbara","Shelter Cove","Landings","All other species",7668,600
"FB 95","Table 25",1952,"Santa Barbara","All Other Ports","Landings","All species",97044,7720
"FB 95","Table 26",1952,"Los Angeles","Pittsburg","Landings","Salmon",690364,155056
"FB 95","Table 26",1952,"Los Angeles","Pittsburg","Landings","Catfish",116858,24926
"FB 95","Table 26",1952,"Los Angeles","Pittsburg","Landings","Shad",240918,15250
"FB 95","Table 26",1952,"Los Angeles","Pittsburg","Landings","Carp",201994,9635
"FB 95","Table 26",1952,"Los Angeles","Pittsburg","Landings","All other species",8021,1750
"FB 95","Table 26",1952,"Los Angeles","Benicia","Landings","Salmon",225619,50674
"FB 95","Table 26",1952,"Los Angeles","Benicia","Landings","Shad",309868,19615
"FB 95","Table 26",1952,"Los Angeles","Benicia","Landings","All other species",8478,1223
"FB 95","Table 26",1952,"Los Angeles","Rio Vista","Landings","Salmon",202843,45559
"FB 95","Table 26",1952,"Los Angeles","Rio Vista","Landings","All other species",8644,1829
"FB 95","Table 26",1952,"Los Angeles","Martinez","Landings","Salmon",184386,41413
"FB 95","Table 26",1952,"Los Angeles","Martinez","Landings","All other species",4369,306
"FB 95","Table 26",1952,"Los Angeles","Clear Lake","Landings","Carp",606578,28934
"FB 95","Table 26",1952,"Los Angeles","Sacramento","Landings","Catfish",34276,7311
"FB 95","Table 26",1952,"Los Angeles","Sacramento","Landings","Salmon",28347,6367
"FB 95","Table 26",1952,"Los Angeles","Sacramento","Landings","All other species",1259,200
"FB 95","Table 26",1952,"Los Angeles","Bethel Island","Landings","Catfish",52396,11176
"FB 95","Table 26",1952,"Los Angeles","Bethel Island","Landings","Carp",885,42
"FB 95","Table 26",1952,"Los Angeles","All Other Ports","Landings","Catfish",35280,7525
"FB 95","Table 26",1952,"Los Angeles","All Other Ports","Landings","All other species",91493,10021
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Albacore tuna",7044383,1127806
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Crab",2419364,372098
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Salmon",865869,253180
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Sole",2438662,179241
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Yellowfin tuna",1131309,167490
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Skipjack",265190,38187
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Shrimp",555678,38064
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Rockfish",554687,26625
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Sablefish",319526,22015
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Lingcod",274614,21832
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Flounder",407637,18262
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Pacific halibut",80082,16012
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Smelt",159262,11228
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","Sanddab",176864,10117
"FB 95","Table 27",1952,"San Diego","San Francisco","Landings","All other species",991011,40319
"FB 95","Table 27",1952,"San Diego","Point Reyes","Landings","Salmon",1484131,433960
"FB 95","Table 27",1952,"San Diego","Point Reyes","Landings","Sole",1060574,77952
"FB 95","Table 27",1952,"San Diego","Point Reyes","Landings","Rockfish",1037601,49805
"FB 95","Table 27",1952,"San Diego","Point Reyes","Landings","Crab",318825,49035
"FB 95","Table 27",1952,"San Diego","Point Reyes","Landings","Lingcod",152555,12128
"FB 95","Table 27",1952,"San Diego","Point Reyes","Landings","All other species",418346,25171
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Salmon",316589,92556
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Crab",569124,87531
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Sole",1184314,87047
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Rockfish",609523,29257
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Albacore tuna",107302,17179
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Smelt",236189,16651
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","Lingcod",159823,12706
"FB 95","Table 27",1952,"San Diego","Bodega Bay","Landings","All other species",197649,12608
"FB 95","Table 27",1952,"San Diego","Saiisalito","Landings","Albacore tuna",1003280,160625
"FB 95","Table 27",1952,"San Diego","Saiisalito","Landings","Salmon",185634,54279
"FB 95","Table 27",1952,"San Diego","Saiisalito","Landings","Crab",89915,13829
"FB 95","Table 27",1952,"San Diego","Princeton Halfmoon Bay","Landings","Salmon",315966,92388
"FB 95","Table 27",1952,"San Diego","Princeton Halfmoon Bay","Landings","Crab",53973,8302
"FB 95","Table 27",1952,"San Diego","Princeton Halfmoon Bay","Landings","All other species",52036,4416
"FB 95","Table 27",1952,"San Diego","Tomalea Bay Marshall","Landings","Pacific herring",3488933,27737
"FB 95","Table 27",1952,"San Diego","Tomalea Bay Marshall","Landings","Eastern oyster",97766,15569
"FB 95","Table 27",1952,"San Diego","Tomalea Bay Marshall","Landings","Pacific oyster",81627,8865
"FB 95","Table 27",1952,"San Diego","Tomalea Bay Marshall","Landings","All other species",57438,8184
"FB 95","Table 27",1952,"San Diego","Oakland","Landings","Crab",92095,14164
"FB 95","Table 27",1952,"San Diego","Oakland","Landings","Salmon",13088,3827
"FB 95","Table 27",1952,"San Diego","Oakland","Landings","All other species",32196,3744
"FB 95","Table 27",1952,"San Diego","Richmond","Landings","Shrimp",278580,19083
"FB 95","Table 27",1952,"San Diego","Richmond","Landings","All other species",387,86
"FB 95","Table 27",1952,"San Diego","Drakes Bay","Landings","Eastern oyster",80950,12891
"FB 95","Table 27",1952,"San Diego","Drakes Bay","Landings","Pacific oyster",50825,5520
"FB 95","Table 27",1952,"San Diego","All Other Ports","Landings","All species",104040,8649
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Squid",11446190,313626
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Yellowfin tuna",1227032,188850
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Rockfish",2781373,184683
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Albacore tuna",858697,112919
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Anchovy",4994188,98885
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Salmon",271768,89792
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Skipjack",416896,59908
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Sardine",1328341,39983
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Jack mackerel",624667,23175
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Sablefish",292513,14801
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Sole",173131,13227
"FB 95","Table 28",1952,"Table 28","Monterey","Landings","Bluefin tuna",67095,10061
