"year","filename","region","port_complex","species","landings_n"
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified",3826
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified",213
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp",150
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California",262
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified",11719
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod",28213
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack",20
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific",1042
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp",2996
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue",24917
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary",16
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper",57988
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher",3240
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, yelloweye",30
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified",271394
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab",35557
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California",860
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white",1444
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified",16
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California",6339
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore",0
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean",25319
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail",12438
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California",2258
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand",131
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)",8872
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped",0
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific",6804
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon",366
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white",0
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified",2915
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified",176
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California",223
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified",9639
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod",33433
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack",26
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific",433
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp",101
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue",15126
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary",72
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper",56868
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher",2405
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified",238789
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Salmon, king (Chinook)",1
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab",11290
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California",641
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white",1006
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified",27
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California",5683
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore",0
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean",44608
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail",11005
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California",4421
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand",485
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)",11528
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped",0
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific",1460
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon",281
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white",8
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified",1932
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified",330
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp",32
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California",191
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified",10702
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod",25875
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack",0
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific",81
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp",124
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue",34394
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary",409
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper",64247
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher",1934
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified",321846
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab",6513
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California",2192
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white",2351
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified",113
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California",7326
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean",106249
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail",7826
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California",3701
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand",1012
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)",16202
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped",0
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific",1988
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon",263
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white",5
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified",3631
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified",4319
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp",2
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California",262
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified",14270
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod",13983
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack",2
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific",76
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp",932
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue",33092
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary",194
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper",62349
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher",1091
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified",266151
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab",21929
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California",1489
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white",1451
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified",21
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California",7487
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean",160757
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail",5012
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California",1927
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand",317
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)",13659
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped",0
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific",635
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon",213
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white",0
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified",2356
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified",268
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp",11
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California",350
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified",8180
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod",10025
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack",0
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific",73
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp",51
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue",28024
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary",372
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper",37621
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher",654
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified",276409
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Salmon, king (Chinook)",1
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab",27824
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California",2020
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white",3853
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified",50
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California",7798
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean",152856
2019,"AnnualPortSideReport2019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail",1654
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Barracuda, California",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, barred sand",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, kelp (calico)",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, striped",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bonito, Pacific",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Cabezon",84
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Croaker, white",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Fishes, unspecified",6
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Flatfishes, unspecified",53
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Greenling, kelp",18
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Halibut, California",117
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Invertebrates, unspecified",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Lingcod",1443
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, jack",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, Pacific",9
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Other highly migratory spp",4
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, blue",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, canary",140
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, copper",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, gopher",3
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, yelloweye",1
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfishes, unspecified",116176
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Salmon, king (Chinook)",122
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sanddab",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Scorpionfish, California",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Seabass, white",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Shark, unspecified",2
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sheephead, California",2
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sturgeon, unspecified",0
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Tuna, albacore",5618
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Whitefish, ocean",3
2000,"landings00_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Yellowtail",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Barracuda, California",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, barred sand",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, kelp (calico)",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, striped",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bonito, Pacific",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Cabezon",743
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Croaker, white",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Dolphinfish",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Fishes, unspecified",196
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Flatfishes, unspecified",114
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Halfmoon",15
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Halibut, California",56
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Lingcod",729
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, jack",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, Pacific",8
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfishes, unspecified",102888
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Salmon, king (Chinook)",49
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Salmon, silver (coho)",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Scorpionfish, California",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Seabass, white",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Shark, blue",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Shark, leopard",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Shark, unspecified",1
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sheephead, California",1
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sturgeon, unspecified",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Tuna, albacore",8902
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Tuna, bluefin",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Tuna, skipjack",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Tuna, yellowfin",0
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Whitefish, ocean",6
2001,"landings01_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Yellowtail",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Barracuda, California",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, barred sand",1
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, kelp (calico)",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, striped",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bonito, Pacific",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Cabezon",98
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Croaker, white",8
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Fishes, unspecified",16
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Flatfishes, unspecified",3915
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Greenling, kelp",161
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Halibut, California",51
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Invertebrates, unspecified",3
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Lingcod",5243
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, jack",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, Pacific",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Other highly migratory spp",43
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, blue",34492
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, canary",93
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, copper",988
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, gopher",13336
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfish, yelloweye",174
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Rockfishes, unspecified",73366
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Salmon, king (Chinook)",219
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sanddab",1900
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Scorpionfish, California",20
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Seabass, white",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Shark, unspecified",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sheephead, California",2
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Sturgeon, unspecified",0
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Tuna, albacore",11228
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Whitefish, ocean",40
2002,"landings02_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Yellowtail",1
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Barracuda, California",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, barred sand",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, kelp (calico)",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bass, striped",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Bonito, Pacific",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Cabezon",109
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Croaker, white",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Fishes, unspecified",47
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Flatfishes, unspecified",1375
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Greenling, kelp",169
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Halibut, California",39
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Invertebrates, unspecified",0
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Lingcod",4420
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, jack",1
2003,"landings03_cpfv2.pdf","Northern","Avila Beach-Morro Bay","Mackerel, Pacific",0
