"source","table","year","type","port_complex","category","species","landings_lb","landings_kg","value_usd"
"FB 173","Table 4",1977,"Landings","Eureka","Crustaceans","Crab, Dungeness",33325545,15116214.8706159,15553166
"FB 173","Table 4",1977,"Landings","Eureka","Crustaceans","Crab, rock",565,256.279721813941,NA
"FB 173","Table 4",1977,"Landings","Eureka","Crustaceans","Shrimp, Pacific ocean",13863465,6288362.74969435,3143369
"FB 173","Table 4",1977,"Landings","Eureka","Echinoderms","Sea urchin",355520,161261.179998748,35545
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Butterfish, Pacific",100,45.3592427989276,7
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Cabezon",377,171.004345351957,76
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Fish, miscellaneous",1896,860.011243467668,96
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Flounder, arrowtooth",222300,100833.596742016,17417
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Flounder, miscellaneous",416118,188747.973950042,62879
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Grenadier",98622,44734.1924331584,6373
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Hake, Pacific",80936,36711.9567517401,4064
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Halibut, California",293,132.902581400858,496
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Herring, Pacific",45281,20539.1187317824,8550
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Lingcod",849538,385344.004089154,151698
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Mackerel",4778,2167.26462093276,288
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Rockfish",7017253,3182972.82608503,1106676
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sablefish",4471835,2028390.49521743,616419
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Salmon",3380522,1533379.18185116,6625702
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sanddab, Pacific",379447,172114.286023247,92376
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Shark, miscellaneous",1250,566.990534986595,220
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Shark, soupfin",11639,5279.36226936719,2956
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Skate",55054,24972.0775305216,10400
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Smelt, true",522052,236798.834216658,46095
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Smelt, whitebait",283373,128535.847096605,55368
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sole, Dover",14963881,6787503.1149326,2352362
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sole, English",1552277,704101.09334191,378366
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sole, miscellaneous",46655,21162.3547278397,7733
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sole, petrale",934517,423889.835027255,303065
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sole, rex",1078348,489130.48753738,242079
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Sole, sand",53323,24186.9090376722,15302
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Surfperch",26598,12064.6513996588,8666
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Thornyhead",2338516,1060733.15033177,364459
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Tuna, albacore",2031988,921694.370565074,1170762
"FB 173","Table 4",1977,"Landings","Eureka","Fish","Turbot",6529,2961.50496234199,1808
"FB 173","Table 4",1977,"Landings","Eureka","Mollusks","Octopus",27471,12460.6375892934,8715
"FB 173","Table 4",1977,"Landings","Eureka","Mollusks","Oyster, giant Pacific",568810,258007.90896458,620003
"FB 173","Table 4",1977,"Landings","Eureka","Mollusks","Snail, sea",436,197.766298603324,29
"FB 173","Table 4",1977,"Landings","Eureka","Mollusks","Squid, market",932,422.748142886006,120
"FB 173","Table 4",1977,"Landings","Los Angeles","Crustaceans","Crab, rock",510226,231434.650163257,172161
"FB 173","Table 4",1977,"Landings","Los Angeles","Crustaceans","Crustacean, miscellaneous",2272,1030.56199639164,576
"FB 173","Table 4",1977,"Landings","Los Angeles","Crustaceans","Lobster, California spiny",88770,40265.3998326081,219297
"FB 173","Table 4",1977,"Landings","Los Angeles","Echinoderms","Echinoderm, miscellaneous",1259,571.072866838499,161
"FB 173","Table 4",1977,"Landings","Los Angeles","Echinoderms","Sea urchin",1668650,756887.004964306,170163
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Anchovy, northern",175187124,79463552.9276184,3988655
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Barracuda, California",66271,30060.0237952773,32091
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Bass, giant sea",30874,14004.2126217409,13664
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Bonito, Pacific",16951158,7688916.91444985,3270316
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Butterfish, Pacific",8774,3979.81996317791,3582
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Cabezon",138,62.5957550625201,37
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Croaker, white",206820,93811.9859567421,26153
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Dolphinfish",124,56.2454610706703,38
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Fish, miscellaneous",1391,630.947067333083,634
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Flounder, miscellaneous",52,23.5868062554424,18
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Flyingfish",83871,38043.2505278886,26866
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Grouper",5768,2616.32112464215,1443
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Hake, Pacific",5,2.26796213994638,2
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Halfmoon",31474,14276.3680785345,11390
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Halibut, California",74566,33822.5729854484,71860
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Lingcod",1203,545.671690871099,352
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Mackerel",100538230,45603379.8514443,4843384
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Mullet, striped",3780,1714.57937779946,1172
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Queenfish",18110,8214.5588708858,1957
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Rockfish",479576,217532.042245385,168598
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sablefish",1614426,732291.409149015,206103
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Salmon",867,393.264635066703,2623
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sanddab, Pacific",166,75.2963430462199,75
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sardine, Pacific",3837,1740.43414619485,191
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sculpin",2458,1114.93018799764,1370
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Seabass, white",574663,260662.785445602,422935
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Shark, bonito",12292,5575.55812484418,2791
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Shark, common thresher",81271,36863.9102151165,27631
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Shark, miscellaneous",327863,148716.174217848,65466
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Shark, soupfin",6631,3007.77138999689,2404
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sheephead, California",4043,1833.87418636064,1108
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Skate",210,95.254409877748,55
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Smelt, top or jack",11987,5437.21243430746,1709
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sole, English",23,10.4326258437534,4
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Sole, miscellaneous",704,319.329069304451,221
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Surfperch",15404,6987.13776074681,5150
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Swordfish",310474,140828.655487543,759164
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Tuna, albacore",1889045,856856.508131003,1107556
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Tuna, bigeye",1242435,563559.108268857,482100
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Tuna, bluefin",4733921,2147270.72029942,1956380
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Tuna, skipjack",45966739,20850164.7497594,15813982
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Tuna, skipjack, black",543075,246334.707830276,54313
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Tuna, yellowfin",116726589,52946296.9154164,45112988
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Turbot",23,10.4326258437534,7
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Wahoo",4065,1843.85321977641,2173
"FB 173","Table 4",1977,"Landings","Los Angeles","Fish","Yellowtail",1669059,757072.524267354,343947
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Abalone, black",83605,37922.5949420434,48967
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Abalone, green",65529,29723.4582137093,82555
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Abalone, pink",85900,38963.5895642788,107546
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Abalone, red",12328,5591.8874522518,12014
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Abalone, white",10248,4648.4152020341,13515
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Mollusk, miscellaneous",92,41.7305033750134,32
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Octopus",143,64.8637172024665,63
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Snail, sea",15811,7171.74987893845,3164
"FB 173","Table 4",1977,"Landings","Los Angeles","Mollusks","Squid, market",18387169,8340280.63055915,824595
"FB 173","Table 4",1977,"Landings","Monterey","Crustaceans","Crab, Dungeness",8058,3655.04778473759,5664
"FB 173","Table 4",1977,"Landings","Monterey","Crustaceans","Crab, rock",29,13.154180411689,15
"FB 173","Table 4",1977,"Landings","Monterey","Crustaceans","Prawn, spot",13506,6126.21933242317,37955
"FB 173","Table 4",1977,"Landings","Monterey","Crustaceans","Shrimp, Pacific ocean",2120,961.615947337266,6521
"FB 173","Table 4",1977,"Landings","Monterey","Echinoderms","Sea urchin",4213,1910.98489911882,331
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Anchovy, northern",17693580,8025673.9120225,379425
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Bonito, Pacific",252,114.305291853298,76
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Butterfish, Pacific",32444,14716.3527336841,29760
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Cabezon",3345,1517.26667162413,547
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Croaker, white",184322,83607.0635118394,26816
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Dolphinfish",26,11.7934031277212,13
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Fish, miscellaneous",394,178.715416627775,37
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Flounder, miscellaneous",68000,30844.2851032708,18497
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Hake, Pacific",1158,525.260031611582,23
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Halibut, California",14913,6764.42387860408,15506
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Herring, Pacific",167177,75830.2213339632,10646
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Lingcod",174947,79354.6344994399,32526
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Mackerel",383442,173926.387773064,23283
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Rockfish",5051097,2291139.35223935,913016
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sablefish",5008409,2271776.39867334,657712
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Salmon",602578,273324.818072922,1220713
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sanddab, Pacific",74105,33613.4668761453,17851
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Seabass, white",10466,4747.29835133577,12173
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Shark, bonito",355,161.025311936193,45
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Shark, common thresher",264,119.748400989169,58
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Shark, miscellaneous",81261,36859.3742908366,11012
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Shark, Pacific angel",37,16.7829198356032,7
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Shark, soupfin",11231,5094.29655874756,1705
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Skate",77995,35377.9414210236,6770
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Smelt, top or jack",29424,13346.5036011565,1569
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Smelt, true",7431,3370.64533238831,1254
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Smelt, whitebait",13341,6051.37658180494,2917
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sole, Dover",2721374,1234394.64012689,443402
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sole, English",321162,145676.651357892,63915
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sole, miscellaneous",1939,879.515717871207,613
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sole, petrale",252877,114703.092412644,80443
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sole, rex",91003,41278.2717243081,17201
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Sole, sand",3091,1402.05419491485,837
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Surfperch",55,24.9475835394102,14
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Swordfish",377,171.004345351957,1131
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Thornyhead",371789,168640.675209705,58181
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Tuna, albacore",4020333,1823592.60679541,2318754
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Tuna, skipjack",1641,744.345174330403,567
"FB 173","Table 4",1977,"Landings","Monterey","Fish","Turbot",237,107.501405433459,71
"FB 173","Table 4",1977,"Landings","Monterey","Mollusks","Mussel",45,20.4116592595174,23
"FB 173","Table 4",1977,"Landings","Monterey","Mollusks","Octopus",1906,864.547167747561,941
"FB 173","Table 4",1977,"Landings","Monterey","Mollusks","Snail, sea",NA,NA,NA
"FB 173","Table 4",1977,"Landings","Monterey","Mollusks","Squid, market",4468975,2027093.22087338,462281
"FB 173","Table 4",1977,"Landings","San Diego","Crustaceans","Crab, rock",79119,35887.7793100836,25641
"FB 173","Table 4",1977,"Landings","San Diego","Crustaceans","Lobster, California spiny",113945,51684.5892072381,271521
"FB 173","Table 4",1977,"Landings","San Diego","Echinoderms","Sea urchin",1415719,642159.41856055,126855
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Anchovy, northern",1258,570.61927441051,437
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Barracuda, California",5815,2637.63996875764,2680
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Bass, giant sea",17356,7872.55018018188,8857
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Bonito, Pacific",5588426,2534867.7179784,1086584
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Butterfish, Pacific",1443,654.533873588526,686
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Cabezon",24,10.8862182717426,8
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Croaker, white",7439,3374.27407181223,2670
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Dolphinfish",10154,4605.77751380311,2757
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Fish, miscellaneous",2324,1054.14880264708,792
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Flounder, miscellaneous",12,5.44310913587132,4
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Flyingfish",129,58.5134232106166,45
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Grouper",1761,798.776265689116,1009
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Halfmoon",9236,4189.37966490896,3602
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Halibut, California",41501,18824.539353983,35663
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Lingcod",760,344.73024527185,184
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Mackerel",17381,7883.88999088161,4867
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Mullet, striped",2954,1339.91203228032,1215
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Rockfish",992521,450200.010220345,334273
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sablefish",7577,3436.86982687475,1334
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Salmon",35,15.8757349796247,48
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sanddab, Pacific",185,83.9145991780161,118
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sardine, Pacific",739,335.204804284075,390
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sculpin",114276,51834.7283009025,51356
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Seabass, white",564644,256118.242909577,404786
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Shark, bonito",2646,1200.20556445963,655
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Shark, common thresher",11844,5372.34871710499,2570
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Shark, miscellaneous",136798,62050.536964077,47333
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Shark, soupfin",28203,12792.6672465816,9915
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sheephead, California",1075,487.611860088472,275
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Smelt, top or jack",418,189.601634899518,106
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sole, English",76,34.473024527185,27
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Sole, miscellaneous",758,343.823060415871,297
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Surfperch",25419,11529.8659270594,9671
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Swordfish",127741,57942.3503437781,334000
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Tuna, albacore",5157050,2339198.8307621,2970517
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Tuna, bigeye",2097710,951505.372117385,855982
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Tuna, bluefin",2205879,1000570.01146056,855947
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Tuna, skipjack",35651036,16171039.9795731,12646319
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Tuna, skipjack, black",292771,132798.708734848,24383
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Tuna, yellowfin",78869600,35774653.358543,30719008
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Wahoo",8386,3803.82610111807,3584
"FB 173","Table 4",1977,"Landings","San Diego","Fish","Yellowtail",145169,65847.5591787753,37032
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, black",18978,8608.27709838049,9136
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, green",28519,12936.0024538262,31778
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, miscellaneous",27,12.2469955557105,27
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, pink",81374,36910.6302351994,91303
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, red",44694,20272.8599765527,46633
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, threaded",19,8.61825613179625,19
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Abalone, white",5823,2641.26870818156,8825
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Octopus",110,49.8951670788204,54
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Snail, sea",271,122.923547985094,79
"FB 173","Table 4",1977,"Landings","San Diego","Mollusks","Squid, market",21096,9568.98586086177,1937
"FB 173","Table 4",1977,"Landings","San Francisco","Crustaceans","Crab, Dungeness",299304,135762.028066902,178594
"FB 173","Table 4",1977,"Landings","San Francisco","Crustaceans","Crab, rock",216,97.9759644456837,93
"FB 173","Table 4",1977,"Landings","San Francisco","Crustaceans","Shrimp, Pacific ocean",2002159,908164.162030582,458598
"FB 173","Table 4",1977,"Landings","San Francisco","Echinoderms","Sea urchin",26281,11920.8625999862,6058
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Anchovy, northern",508772,230775.12677296,52918
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Bonito, Pacific",72,32.6586548152279,7
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Cabezon",1836,832.795697788311,366
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Croaker, white",28320,12845.7375606563,8584
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Fish, miscellaneous",451,204.570185023164,125
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Flounder, miscellaneous",461288,209236.743922317,70478
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Grenadier",3701,1678.74557598831,269
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Hake, Pacific",10,4.53592427989276,5
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Halibut, California",40517,18378.2044048415,31124
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Herring, Pacific",11440822,5189470.22917313,1745206
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Lingcod",491468,222926.163399034,86647
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Mackerel",125,56.6990534986595,23
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Rockfish",1819528,825324.123314472,380652
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sablefish",1365167,619229.414140836,254306
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Salmon",1748007,792882.739272251,3594888
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sanddab, Pacific",353473,160332.676298653,86178
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Seabass, white",229,103.872666009544,251
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Shark, common thresher",35,15.8757349796247,11
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Shark, miscellaneous",103382,46893.2923903874,21773
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Shark, soupfin",91232,41382.1443903177,17805
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Skate",22358,10141.4195049842,4063
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Smelt, top or jack",937,425.016105025952,98
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Smelt, true",28948,13130.5936054336,6905
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Smelt, whitebait",23053,10456.6662424368,4128
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sole, Dover",4092255,1856215.88140126,662025
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sole, English",1054893,478491.477138892,255917
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sole, miscellaneous",6827,3096.67550588279,1527
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sole, petrale",524808,238048.934948196,171670
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sole, rex",308399,139887.451199465,72712
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Sole, sand",176667,80134.8134755815,51227
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Surfperch",29030,13167.7881845287,14860
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Swordfish",392,177.808231771796,1176
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Thornyhead",507091,230012.63790151,79374
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Tuna, albacore",1722307,781225.413872927,988466
"FB 173","Table 4",1977,"Landings","San Francisco","Fish","Turbot",5930,2689.80309797641,1623
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Abalone, red",97672,44303.2796265686,114667
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Abalone, threaded",30,13.6077728396783,32
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Mollusk, miscellaneous",288,130.634619260912,173
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Mussel",4245,1925.49985681448,3305
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Octopus",3583,1625.22166948558,1197
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Oyster, eastern",2992,1357.14854454391,12417
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Oyster, giant Pacific",275616,125017.330632692,300421
"FB 173","Table 4",1977,"Landings","San Francisco","Mollusks","Snail, sea",51,23.1332138274531,14
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Crab, Dungeness",14956,6783.92835300762,13716
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Crab, rock",492860,223557.564058795,118185
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Crustacean, miscellaneous",200,90.7184855978553,50
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Lobster, California spiny",48853,22159.3508845601,116045
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Prawn, ridgeback",2972,1348.07669598413,1487
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Prawn, spot",40332,18294.2898056635,59533
"FB 173","Table 4",1977,"Landings","Santa Barbara","Crustaceans","Shrimp, Pacific ocean",3588,1627.48963162552,958
"FB 173","Table 4",1977,"Landings","Santa Barbara","Echinoderms","Sea urchin",13065912,5926598.74797422,1290301
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Anchovy, northern",29562600,13409371.5116758,630909
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Barracuda, California",5033,2282.93069007003,2498
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Bass, giant sea",1133,513.92022091185,550
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Bonito, Pacific",7697,3491.30091823346,1307
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Butterfish, Pacific",13213,5993.31675102231,5542
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Cabezon",6430,2916.59931197105,782
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Croaker, white",161650,73323.2159844665,49082
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Dolphinfish",342,155.128610372333,158
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Fish, miscellaneous",530,240.403986834316,124
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Flounder, miscellaneous",44631,20244.2836535894,7641
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Hake, Pacific",4704,2133.69878126156,835
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Halfmoon",10,4.53592427989276,1
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Halibut, California",296072,134296.017339641,305975
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Lingcod",176623,80114.85540875,31312
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Mackerel",11338880,5143230.10987905,538324
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Queenfish",104,47.1736125108847,10
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Rockfish",5540330,2513051.73656183,1020589
"FB 173","Table 4",1977,"Landings","Santa Barbara","Fish","Sablefish",848561,384900.844287008,107322
