"source","table","year","type","port_complex","category","species","landings_lb","landings_kg","value_usd"
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Dolphinfish",8,3.62873942391421,NA
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Fish, miscellaneous",14888,6753.08406790435,3570
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Flounder, miscellaneous",50943,23107.3590590577,20881
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Halibut, California",69505,31526.9417073947,73879
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Herring, Pacific",345849,156874.487627663,146607
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Lingcod",523407,237413.451956583,99419
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Mackerel",748916,339702.626800017,79016
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Rockfish group, boccaccio/chilipepper",3021269,1370424.74131873,551765
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Rockfish, miscellaneous",3001564,1361486.7025252,716786
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sablefish",1694070,768417.324483793,317838
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Salmon",699787,317418.084405332,1617235
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sanddab, Pacific",155205,70399.8127860756,43850
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sardine, Pacific",150,68.0388641983915,45
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Seabass, white",1315,596.474042805898,1885
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Shark, common thresher",827,375.120937947132,367
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Shark, miscellaneous",71526,32443.652004361,16189
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Shark, soupfin",29634,13441.7580110342,6882
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Skate",56192,25488.2657135734,9140
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Smelt, top or jack",7396,3354.76959740869,1505
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Smelt, true",1226,556.104316714853,303
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Smelt, whitebait",12046,5463.97438755882,4630
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sole, Dover",862072,391029.331581571,177135
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sole, English",570625,258831.179221381,151299
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sole, miscellaneous",15596,7074.22750692075,4910
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sole, petrale",265802,120565.774544406,122133
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sole, rex",55592,25216.1102567799,18775
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Sole, sand",3983,1806.65864068129,1365
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Surfperch",2628,1192.04090075582,667
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Thornyhead",144023,65327.7422562995,32280
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Tuna, albacore",2678860,1215110.61164335,2103680
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Tuna, bigeye",144,65.3173096304558,108
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Tuna, bluefin",80,36.2873942391421,30
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Tuna, miscellaneous",616,279.412935641394,505
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Tuna, skipjack",40,18.1436971195711,200
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Tuna, yellowfin",65,29.483507819303,29
"FB 173","Table 7",1980,"Landings","Monterey","Fish","Yellowtail",1627,737.994880338553,656
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Abalone, pink",133,60.3277929225738,213
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Abalone, red",864,391.903857782735,1748
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Mollusk, miscellaneous",NA,NA,NA
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Mussel",100,45.3592427989276,50
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Octopus",4920,2231.67474570724,2672
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Oyster, European flat",2017,914.89592725437,11262
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Oyster, giant Pacific",25544,11586.5649805581,49613
"FB 173","Table 7",1980,"Landings","Monterey","Mollusks","Squid, market",15712600,7127116.3840243,2008200
"FB 173","Table 7",1980,"Landings","San Diego","Crustaceans","Crab, Dungeness",1488,674.945532848043,911
"FB 173","Table 7",1980,"Landings","San Diego","Crustaceans","Crab, rock",129081,58550.1641972838,81216
"FB 173","Table 7",1980,"Landings","San Diego","Crustaceans","Lobster, California spiny",151843,68874.8350431757,485587
"FB 173","Table 7",1980,"Landings","San Diego","Crustaceans","Prawn, spot",1114,505.301964780054,3315
"FB 173","Table 7",1980,"Landings","San Diego","Crustaceans","Shrimp, miscellaneous",158,71.6676036223057,474
"FB 173","Table 7",1980,"Landings","San Diego","Echinoderms","Sea urchin",2084090,945327.443248171,249752
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Anchovy, northern",458,207.745332019089,131
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Barracuda, California",4180,1896.01634899518,2972
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Bass, giant sea",25318,11484.0530918325,19838
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Bonito, Pacific",1327790,602275.489959881,380043
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Butterfish, Pacific",335,151.953463376408,240
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Cabezon",5,2.26796213994638,2
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Croaker, white",5684,2578.21936069105,2595
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Dolphinfish",1552,703.975448239357,886
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Fish, miscellaneous",2095,950.276136637534,830
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Flounder, miscellaneous",16,7.25747884782842,5
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Halfmoon",536,243.125541402252,321
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Halibut, California",86105,39056.5760120166,127028
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Herring, Pacific",NA,NA,NA
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Lingcod",2244,1017.86140840794,752
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Mackerel",65992,29933.4715078683,13959
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Mullet, striped",46799,21227.6720374701,25387
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Queenfish",108,48.9879822228418,43
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Rockfish group, boccaccio/chilipepper",92,41.7305033750134,60
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Rockfish, miscellaneous",1112068,504425.624209179,510110
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Sablefish",140449,63706.6029186659,30368
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Salmon",38,17.2365122635925,55
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Sanddab, Pacific",1646,746.613136470349,1825
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Sculpin",48147,21839.1146303997,41699
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Seabass, white",566932,257156.062384816,663067
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Shark, bonito",18394,8343.37912043475,11265
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Shark, common thresher",321524,145840.851816824,219114
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Shark, miscellaneous",301779,136884.669326176,174725
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Shark, Pacific angel",1422,645.008432600751,463
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Shark, soupfin",35962,16312.0908953504,21154
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Sheephead, California",1368,620.51444148933,455
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Smelt, top or jack",511,231.78573070252,234
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Sole, miscellaneous",1509,684.470973835818,529
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Sole, petrale",63,28.5763229633244,76
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Surfperch",15996,7255.66447811647,8655
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Swordfish",265145,120267.764319217,719314
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, albacore",2096170,950806.839778282,1696020
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, bigeye",775353,351694.249818769,443268
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, bluefin",1906170,864624.278460319,1131370
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, miscellaneous",46132,20925.1258880013,31646
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, skipjack",90835400,41202249.6333771,46195000
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, skipjack, black",42135,19112.1169533282,4213
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Tuna, yellowfin",99135800,44967248.2226593,57501000
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Wahoo",2859,1296.82075162134,2322
"FB 173","Table 7",1980,"Landings","San Diego","Fish","Yellowtail",151365,68658.0178625968,72919
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Abalone, black",14931,6772.58854230789,17962
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Abalone, green",13276,6021.89307398563,27676
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Abalone, miscellaneous",11,4.98951670788204,32
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Abalone, pink",22053,10003.0738144475,58751
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Abalone, red",39111,17740.4534510886,78662
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Abalone, white",819,371.492198523217,2841
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Mollusk, miscellaneous",253,114.758884281287,62
"FB 173","Table 7",1980,"Landings","San Diego","Mollusks","Squid, market",10670,4839.83120664558,1411
"FB 173","Table 7",1980,"Landings","San Francisco","Crustaceans","Crab, Dungeness",622815,282504.168038141,590015
"FB 173","Table 7",1980,"Landings","San Francisco","Crustaceans","Crab, rock",2334,1058.68472692697,2142
"FB 173","Table 7",1980,"Landings","San Francisco","Crustaceans","Crustacean, miscellaneous",225,102.058296297587,135
"FB 173","Table 7",1980,"Landings","San Francisco","Crustaceans","Prawn, spot",1668,756.592169886113,NA
"FB 173","Table 7",1980,"Landings","San Francisco","Crustaceans","Shrimp, Pacific ocean",2317,1050.97365565115,1308
"FB 173","Table 7",1980,"Landings","San Francisco","Echinoderms","Sea urchin",12380,5615.47425850724,2589
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Anchovy, northern",1005600,456132.545586016,113061
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Bonito, Pacific",28,12.7005879836997,14
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Butterfish, Pacific",798,361.966757535443,399
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Cabezon",3961,1796.67960726552,775
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Croaker, white",61477,27885.5016954967,25992
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Fish, miscellaneous",4144,1879.68702158756,1454
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Flounder, arrowtooth",76,34.473024527185,16
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Flounder, miscellaneous",486048,220467.692439332,123447
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Grenadier",3340,1514.99870948418,335
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Hake, Pacific",217,98.429556873673,77
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Halibut, California",129402,58695.7673666683,134481
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Herring, Pacific",17273800,7835264.88260116,16413600
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Lingcod",913875,414526.7801287,224918
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Mackerel",110,49.8951670788204,11
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Rockfish group, boccaccio/chilipepper",3424924,1553519.59283874,616045
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Rockfish, miscellaneous",1720399,780359.959520323,451141
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sablefish",1311020,594668.744942501,198295
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Salmon",2062847,935691.779300395,4632274
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sanddab, Pacific",454756,206273.878182691,155128
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Shark, bigeye thresher",10803,4900.15899956815,2040
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Shark, bonito",694,314.793145024558,130
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Shark, common thresher",378,171.457937779946,198
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Shark, miscellaneous",88976,40358.8398727738,28671
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Shark, Pacific angel",2406,1091.3433817422,600
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Shark, soupfin",50304,22817.5134975726,13728
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Skate",20659,9370.76596983046,4505
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Smelt, top or jack",3289,1491.86549565673,1121
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Smelt, true",10164,4610.31343808301,2926
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Smelt, whitebait",36631,16615.5442296752,11059
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sole, Dover",2131880,967004.625381778,441391
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sole, English",1643260,745370.293217658,490777
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sole, miscellaneous",6193,2809.09790653759,2211
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sole, petrale",614311,278646.81803052,271860
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sole, rex",346795,157303.586064541,117780
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Sole, sand",201120,91226.5091172033,78474
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Surfperch",36962,16765.6833233396,34578
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Swordfish",248,112.490922141341,806
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Thornyhead",279288,126682.922028269,61139
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Tuna, albacore",1388050,629608.969670515,1107040
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Tuna, yellowfin",50,22.6796213994638,18
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Turbot",3651,1656.06595458885,1142
"FB 173","Table 7",1980,"Landings","San Francisco","Fish","Yellowtail",100,45.3592427989276,50
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Abalone, black",77,34.9266169551743,NA
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Abalone, miscellaneous",12,5.44310913587132,94
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Abalone, pink",108,48.9879822228418,338
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Abalone, red",63336,28728.7300191288,123651
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Mollusk, miscellaneous",1475,669.048831284183,1081
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Mussel",971,440.438247577587,245
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Octopus",39181,17772.2049210478,18359
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Oyster, eastern",111,50.3487595068097,578
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Oyster, European flat",464,210.466886587024,4805
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Oyster, giant Pacific",239803,108772.825009112,464239
"FB 173","Table 7",1980,"Landings","San Francisco","Mollusks","Squid, market",155,70.3068263383378,64
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Crab, Dungeness",57105,25902.3956003276,44558
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Crab, rock",622261,282252.877833035,452323
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Crab, spider",2533,1148.94962009684,988
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Lobster, California spiny",114970,52149.5214459271,354584
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Prawn, ridgeback",281661,127759.296859888,202865
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Prawn, spot",203307,92218.5157572158,422074
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Shrimp, miscellaneous",8088,3668.65555757727,6188
"FB 173","Table 7",1980,"Landings","Santa Barbara","Crustaceans","Shrimp, Pacific ocean",1448500,657028.631942467,846591
"FB 173","Table 7",1980,"Landings","Santa Barbara","Echinoderms","Sea cucumber",9215,4179.85422392118,1843
"FB 173","Table 7",1980,"Landings","Santa Barbara","Echinoderms","Sea urchin",17014800,7717784.44375194,2902200
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Anchovy, northern",22817100,10349663.7886741,600981
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Barracuda, California",188,85.275376461984,11
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Bass, giant sea",2513,1139.87777153705,2704
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Bonito, Pacific",2466,1118.55892742156,979
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Butterfish, Pacific",8973,4070.08485634778,4119
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Cabezon",46383,21038.9775874266,6183
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Croaker, white",123776,56143.8563668007,42425
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Fish, miscellaneous",47072,21351.5027703112,16744
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Flounder, miscellaneous",50873,23075.6075890985,18218
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Grouper",10638,4825.31624894992,4302
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Halfmoon",196,88.9041158858982,85
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Halibut, California",349270,158426.227323815,555780
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Herring, Pacific",607,275.330603789491,515
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Lingcod",303683,137748.309309067,66112
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Mackerel",9863940,4474208.49414054,827580
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Opaleye",60,27.2155456793566,17
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Queenfish",1250,566.990534986595,63
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Rockfish group, boccaccio/chilipepper",2515667,1141087.5025425,503568
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Rockfish, miscellaneous",2930483,1329244.8991513,1078842
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sablefish",658731,298795.393681804,119929
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Salmon",112063,50830.9282577623,274903
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sanddab, Pacific",4419,2004.42493928461,1221
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sculpin",61,27.6691381073459,31
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Seabass, white",42186,19135.2501671556,60162
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Shark, bonito",9987,4530.0275783289,6816
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Shark, common thresher",270028,122482.656145088,178889
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Shark, miscellaneous",120834,54809.3874436562,68883
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Shark, Pacific angel",108216,49085.9581872875,28739
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Shark, soupfin",46176,20945.0839548328,24710
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sheephead, California",4418,2003.97134685662,1530
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Skate",12347,5600.50570838359,2809
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Smelt, top or jack",287,130.181026832922,76
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sole, Dover",123472,56005.9642686919,76937
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sole, English",309697,140476.214170995,92846
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sole, miscellaneous",15782,7158.59569852676,5509
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sole, petrale",286009,129731.516736785,133527
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sole, rex",160362,72738.9889372163,53810
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Sole, sand",5107,2316.49652974123,1868
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Surfperch",33823,15341.8566918813,27030
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Swordfish",119216,54075.4748951696,307757
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Thornyhead",15971,7244.32466741673,3252
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Tuna, albacore",2751170,1247909.88011126,2177280
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Tuna, bigeye",670,303.906926752815,670
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Tuna, yellowfin",362,164.200458932118,345
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Turbot",4787,2171.34695278467,990
"FB 173","Table 7",1980,"Landings","Santa Barbara","Fish","Yellowtail",4207,1908.26334455089,1914
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Abalone, black",332279,150719.238379849,380274
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Abalone, green",2925,1326.75785186863,6945
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Abalone, miscellaneous",265,120.201993417158,351
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Abalone, pink",69784,31653.4939948037,130603
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Abalone, red",408979,185509.777606626,810659
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Abalone, white",37,16.7829198356032,82
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Clam",40,18.1436971195711,24
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Mollusk, miscellaneous",6252,2835.85985978896,1648
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Mussel",391,177.354639343807,189
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Octopus",1265,573.794421406435,533
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Oyster, giant Pacific",38184,17319.9732703425,40093
"FB 173","Table 7",1980,"Landings","Santa Barbara","Mollusks","Squid, market",2417890,1096736.59571099,141066
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, albacore",20465400,9282950.47577174,19937400
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, bigeye",506565,229774.048284388,757677
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, blackfin",315992,143331.578505187,189594
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, miscellaneous",773952,351058.766827156,503069
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, skipjack",82630800,37480705.1986963,52593800
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, skipjack, black",48942,22199.7206106512,11752
"FB 173","Table 7",1980,"Shipments","Los Angeles","Fish","Tuna, yellowfin",12046400,5464155.82453002,8579180
"FB 173","Table 7",1980,"Shipments","San Diego","Fish","Tuna, albacore",6635910,3009998.52881832,6367690
"FB 173","Table 7",1980,"Shipments","San Diego","Fish","Tuna, blackfin",38074,17270.0781032637,23035
"FB 173","Table 7",1980,"Shipments","San Diego","Fish","Tuna, skipjack",70433000,31947875.4805687,43276700
"FB 173","Table 7",1980,"Shipments","San Diego","Fish","Tuna, skipjack, black",51424,23325.5370169205,5004
"FB 173","Table 7",1980,"Shipments","San Diego","Fish","Tuna, yellowfin",15857800,7192978.00456835,10146100
"FB 173","Table 8",1981,"Landings","Eureka","Crustaceans","Crab, Dungeness",10064879,4565352.90302828,8842416
"FB 173","Table 8",1981,"Landings","Eureka","Crustaceans","Crab, rock",2671,1211.54537515936,1323
"FB 173","Table 8",1981,"Landings","Eureka","Crustaceans","Crab, spider",NA,NA,NA
"FB 173","Table 8",1981,"Landings","Eureka","Crustaceans","Prawn, ridgeback",NA,NA,NA
"FB 173","Table 8",1981,"Landings","Eureka","Crustaceans","Prawn, spot",308,139.706467820697,924
"FB 173","Table 8",1981,"Landings","Eureka","Crustaceans","Shrimp, Pacific ocean",3038483,1378232.88137414,1518622
"FB 173","Table 8",1981,"Landings","Eureka","Echinoderms","Sea urchin",209959,95235.8125882005,44320
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Bass, giant sea",25,11.3398106997319,20
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Butterfish, Pacific",NA,NA,NA
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Cabezon",412,186.880080331582,28
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Croaker, white",90,40.8233185190349,34
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Fish, miscellaneous",156467,70972.2464301981,1753
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Flounder, arrowtooth",105537,47870.7840727043,10582
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Flounder, miscellaneous",159790,72479.5340684065,43218
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Grenadier",72438,32857.3282986872,7130
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Hake, Pacific",1442424,654272.604350004,111527
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Halibut, California",1092,495.32293136429,1020
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Herring, Pacific",102446,46468.7298777894,60722
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Lingcod",1184161,537126.46312021,296823
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Mackerel",4318,1958.6121040577,516
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Rockfish group, boccaccio/chilipepper",318922,144660.604319196,51536
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Rockfish, miscellaneous",14678408,6658014.72373722,2248869
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Rockfish, widow",1589761,721103.55191266,245444
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Sablefish",7574632,3435795.72000527,1400655
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Salmon",3225901,1463244.26704303,7628475
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Sanddab, Pacific",338387,153489.780930007,111760
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Shark, bonito",168,76.2035279021984,69
"FB 173","Table 8",1981,"Landings","Eureka","Fish","Shark, miscellaneous",2641,1197.93760231968,1184
