Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err,Depth,Depth_std_err
1982,Eastern Bering Sea,ALL,0,0,0,0,0,0
1983,Eastern Bering Sea,ALL,0.0274189901345199,0.073492000758351,-0.265511045679325,0.227688824167178,0.156332080363075,1.54027430803439
1984,Eastern Bering Sea,ALL,-0.0340095510036657,0.071598478194887,-0.155316624890853,0.285391265026512,1.74174168070526,1.89745235617404
1985,Eastern Bering Sea,ALL,0.0315651616492423,0.0928355833033137,-0.522180013670659,0.231936272101778,2.58817523327176,1.75781335879727
1986,Eastern Bering Sea,ALL,-0.146152420958542,0.0828064513065403,0.10939546584524,0.294194832228111,1.41514426018964,1.89898927033078
1987,Eastern Bering Sea,ALL,-0.0850087426523406,0.0863196001035112,-0.192972024400775,0.295761047028866,1.34044911052725,1.81895862810766
1988,Eastern Bering Sea,ALL,-0.041639506336868,0.0726753987924465,-0.162449288224863,0.278564044337453,1.97547454322201,1.89027688394436
1989,Eastern Bering Sea,ALL,0.00652152777784783,0.0693855321728118,-0.604462763443447,0.255426020755825,3.32897058604525,1.86970756913008
1990,Eastern Bering Sea,ALL,-0.00561627562968425,0.0840814068133047,-0.536840509672709,0.263751666680983,2.52195876832377,1.81109044228705
1991,Eastern Bering Sea,ALL,0.0795832514781642,0.0931777846687117,-0.815215218295694,0.286060979144649,3.47499191456099,1.78481522032891
1992,Eastern Bering Sea,ALL,-0.120021792484594,0.0853355916658368,-0.643919239498341,0.28284717838973,5.97426347656336,2.01620500615539
1993,Eastern Bering Sea,ALL,-0.0802521672886852,0.0859061931258217,-0.156224532633178,0.302336547866208,1.30413806667914,1.958729661898
1994,Eastern Bering Sea,ALL,-0.106495792076265,0.0808855956763314,-0.00346451605373178,0.308495407589473,0.60493813200028,1.81245923788852
1995,Eastern Bering Sea,ALL,-0.0752162945617816,0.0919092061790488,-0.196286472789211,0.314313877142807,1.76915596848738,1.66381264249931
1996,Eastern Bering Sea,ALL,-0.0558609168971248,0.0994029935377225,-0.376153872917116,0.329800550804919,2.94328577656962,1.73834515431493
1997,Eastern Bering Sea,ALL,-0.0904843368827266,0.0993913732685161,0.016359942778618,0.29979639449289,0.882834814853194,1.80938295132199
1998,Eastern Bering Sea,ALL,-0.0911719341816013,0.0958043958609991,0.0393534434296568,0.288708209678733,1.29712191318288,1.69094148967488
1999,Eastern Bering Sea,ALL,-0.0649944392169641,0.0926249784895154,-0.284396483178167,0.308155546918502,3.24950945150604,1.74036394929306
2000,Eastern Bering Sea,ALL,0.0290614296030755,0.0819740194313799,-0.272846622790762,0.232154859206904,1.58242718919877,1.67617136617917
2001,Eastern Bering Sea,ALL,-0.0214761824370193,0.0906811421253137,-0.406822186782942,0.287614153803989,3.83600035792291,1.92570163282541
