"source","table","category","species","year","landings_lb","value_usd"
"FB 181","Table 4a","Fish","Herring roe on kelp",1989,87584,175167
"FB 181","Table 4a","Fish","Herring roe on kelp",1990,185750,1760688
"FB 181","Table 4a","Fish","Herring roe on kelp",1991,143971,1247241
"FB 181","Table 4a","Fish","Herring roe on kelp",1992,127872,714611
"FB 181","Table 4a","Fish","Herring roe on kelp",1994,67855,135710
"FB 181","Table 4a","Fish","Herring roe on kelp",1995,56229,104567
"FB 181","Table 4a","Fish","Herring roe on kelp",1996,255162,807208
"FB 181","Table 4a","Fish","Herring roe on kelp",1997,339267,2168326
"FB 181","Table 4a","Fish","Herring roe on kelp",1998,82411,140202
"FB 181","Table 4a","Fish","Herring roe on kelp",1999,86695,152732
"FB 181","Table 4a","Fish","Herring, Pacific",1987,18563149,5627892
"FB 181","Table 4a","Fish","Herring, Pacific",1988,19050726,5598399
"FB 181","Table 4a","Fish","Herring, Pacific",1989,20494005,4772588
"FB 181","Table 4a","Fish","Herring, Pacific",1990,16393533,7014340
"FB 181","Table 4a","Fish","Herring, Pacific",1991,16196408,8323371
"FB 181","Table 4a","Fish","Herring, Pacific",1992,13931446,9492302
"FB 181","Table 4a","Fish","Herring, Pacific",1993,8479520,2068727
"FB 181","Table 4a","Fish","Herring, Pacific",1994,168660,73849
"FB 181","Table 4a","Fish","Herring, Pacific",1995,6055,209
"FB 181","Table 4a","Fish","Herring, Pacific",1996,548083,403171
"FB 181","Table 4a","Fish","Herring, Pacific",1997,52,10
"FB 181","Table 4a","Fish","Herring, Pacific",1998,250,3
"FB 181","Table 4a","Fish","Herring, roe",1993,558,278
"FB 181","Table 4a","Fish","Herring, roe",1994,6335797,2821352
"FB 181","Table 4a","Fish","Herring, roe",1995,10282009,9618211
"FB 181","Table 4a","Fish","Herring, roe",1996,11379679,14255042
"FB 181","Table 4a","Fish","Herring, roe",1997,20164390,12922751
"FB 181","Table 4a","Fish","Herring, roe",1998,4429243,562264
"FB 181","Table 4a","Fish","Herring, roe",1999,5024647,1962274
"FB 181","Table 4a","Fish","Herring, round",1992,108175,6826
"FB 181","Table 4a","Fish","Herring, round",1993,46880,2858
"FB 181","Table 4a","Fish","Herring, round",1994,172685,6959
"FB 181","Table 4a","Fish","Herring, round",1995,31025,1786
"FB 181","Table 4a","Fish","Herring, round",1996,47821,2632
"FB 181","Table 4a","Fish","Herring, round",1997,157722,21595
"FB 181","Table 4a","Fish","Herring, round",1998,15487,720
"FB 181","Table 4a","Fish","Herring, round",1999,128138,5126
"FB 181","Table 4a","Fish","Jack, Pacific crevalle",1994,184,92
"FB 181","Table 4a","Fish","Jack, Pacific crevalle",1997,142,142
"FB 181","Table 4a","Fish","Jack, Pacific crevalle",1998,331,331
"FB 181","Table 4a","Fish","Jack, Pacific crevalle",1999,204,140
"FB 181","Table 4a","Fish","Jacks, unspecified",1992,5,5
"FB 181","Table 4a","Fish","Jacks, unspecified",1997,5,1
"FB 181","Table 4a","Fish","Jacksmelt",1987,1115,326
"FB 181","Table 4a","Fish","Jacksmelt",1988,9357,3614
"FB 181","Table 4a","Fish","Jacksmelt",1989,5751,2018
"FB 181","Table 4a","Fish","Jacksmelt",1990,3635,1593
"FB 181","Table 4a","Fish","Jacksmelt",1991,4786,1698
"FB 181","Table 4a","Fish","Jacksmelt",1992,3279,2529
"FB 181","Table 4a","Fish","Jacksmelt",1993,3223,1157
"FB 181","Table 4a","Fish","Jacksmelt",1994,15084,9469
"FB 181","Table 4a","Fish","Jacksmelt",1995,5391,4100
"FB 181","Table 4a","Fish","Jacksmelt",1996,36662,21595
"FB 181","Table 4a","Fish","Jacksmelt",1997,40766,26187
"FB 181","Table 4a","Fish","Jacksmelt",1998,2537,1472
"FB 181","Table 4a","Fish","Jacksmelt",1999,2538,1742
"FB 181","Table 4a","Fish","Kahawai",1989,308,154
"FB 181","Table 4a","Fish","Kahawai",1999,115,57
"FB 181","Table 4a","Fish","Kelpfish, giant",1998,27,50
"FB 181","Table 4a","Fish","Kelpfish, giant",1999,50,5
"FB 181","Table 4a","Fish","Kelpfishes",1990,304,91
"FB 181","Table 4a","Fish","Kelpfishes",1994,683,3415
"FB 181","Table 4a","Fish","Kelpfishes",1995,90,27
"FB 181","Table 4a","Fish","Kelpfishes",1996,350,70
"FB 181","Table 4a","Fish","Kelpfishes",1998,52,180
"FB 181","Table 4a","Fish","Killifish, California",1993,2745,329
"FB 181","Table 4a","Fish","Lingcod",1987,1858526,703720
"FB 181","Table 4a","Fish","Lingcod",1988,1958599,759574
"FB 181","Table 4a","Fish","Lingcod",1989,2790918,1084893
"FB 181","Table 4a","Fish","Lingcod",1990,2346140,930171
"FB 181","Table 4a","Fish","Lingcod",1991,1736081,709849
"FB 181","Table 4a","Fish","Lingcod",1992,1351684,579307
"FB 181","Table 4a","Fish","Lingcod",1993,1519826,657535
"FB 181","Table 4a","Fish","Lingcod",1994,1251353,585850
"FB 181","Table 4a","Fish","Lingcod",1995,1185454,615110
"FB 181","Table 4a","Fish","Lingcod",1996,1065951,572840
"FB 181","Table 4a","Fish","Lingcod",1997,1132240,606657
"FB 181","Table 4a","Fish","Lingcod",1998,331245,273742
"FB 181","Table 4a","Fish","Lingcod",1999,326138,293391
"FB 181","Table 4a","Fish","Lizardfish, California",1987,4770,1974
"FB 181","Table 4a","Fish","Lizardfish, California",1988,8269,2429
"FB 181","Table 4a","Fish","Lizardfish, California",1989,17748,4321
"FB 181","Table 4a","Fish","Lizardfish, California",1990,20654,4520
"FB 181","Table 4a","Fish","Lizardfish, California",1991,19346,3599
"FB 181","Table 4a","Fish","Lizardfish, California",1992,6397,819
"FB 181","Table 4a","Fish","Lizardfish, California",1993,10062,1987
"FB 181","Table 4a","Fish","Lizardfish, California",1994,6077,1271
"FB 181","Table 4a","Fish","Lizardfish, California",1995,10284,3005
"FB 181","Table 4a","Fish","Lizardfish, California",1996,10204,3181
"FB 181","Table 4a","Fish","Lizardfish, California",1997,600,265
"FB 181","Table 4a","Fish","Lizardfish, California",1998,1778,564
"FB 181","Table 4a","Fish","Lizardfish, California",1999,110,168
"FB 181","Table 4a","Fish","Louvar",1987,11673,17811
"FB 181","Table 4a","Fish","Louvar",1988,10916,30876
"FB 181","Table 4a","Fish","Louvar",1989,8196,18173
"FB 181","Table 4a","Fish","Louvar",1990,14099,44978
"FB 181","Table 4a","Fish","Louvar",1991,6147,16372
"FB 181","Table 4a","Fish","Louvar",1992,17498,36861
"FB 181","Table 4a","Fish","Louvar",1993,15020,40578
"FB 181","Table 4a","Fish","Louvar",1994,5191,15974
"FB 181","Table 4a","Fish","Louvar",1995,5300,17425
"FB 181","Table 4a","Fish","Louvar",1996,9512,30266
"FB 181","Table 4a","Fish","Louvar",1997,6343,23722
"FB 181","Table 4a","Fish","Louvar",1998,11201,41452
"FB 181","Table 4a","Fish","Louvar",1999,8509,31197
"FB 181","Table 4a","Fish","Mackerel, bullet",1987,7000,350
"FB 181","Table 4a","Fish","Mackerel, bullet",1994,19,8
"FB 181","Table 4a","Fish","Mackerel, bullet",1996,3673,514
"FB 181","Table 4a","Fish","Mackerel, bullet",1997,267738,66811
"FB 181","Table 4a","Fish","Mackerel, bullet",1998,52068,12615
"FB 181","Table 4a","Fish","Mackerel, bullet",1999,12473,499
"FB 181","Table 4a","Fish","Mackerel, jack",1987,17681368,747349
"FB 181","Table 4a","Fish","Mackerel, jack",1988,11171852,729168
"FB 181","Table 4a","Fish","Mackerel, jack",1989,23690894,1484524
"FB 181","Table 4a","Fish","Mackerel, jack",1990,7104558,441288
"FB 181","Table 4a","Fish","Mackerel, jack",1991,3732110,253979
"FB 181","Table 4a","Fish","Mackerel, jack",1992,2666112,247797
"FB 181","Table 4a","Fish","Mackerel, jack",1993,3688205,287846
"FB 181","Table 4a","Fish","Mackerel, jack",1994,5960971,377037
"FB 181","Table 4a","Fish","Mackerel, jack",1995,3810337,275975
"FB 181","Table 4a","Fish","Mackerel, jack",1996,4798004,294867
"FB 181","Table 4a","Fish","Mackerel, jack",1997,2558062,229748
"FB 181","Table 4a","Fish","Mackerel, jack",1998,1815779,259452
"FB 181","Table 4a","Fish","Mackerel, jack",1999,2099874,186755
"FB 181","Table 4a","Fish","Mackerel, Pacific",1987,59392728,2907656
"FB 181","Table 4a","Fish","Mackerel, Pacific",1988,66418632,4712407
"FB 181","Table 4a","Fish","Mackerel, Pacific",1989,46444496,3159159
"FB 181","Table 4a","Fish","Mackerel, Pacific",1990,68511114,4147929
"FB 181","Table 4a","Fish","Mackerel, Pacific",1991,69840213,5303462
"FB 181","Table 4a","Fish","Mackerel, Pacific",1992,40948030,4166208
"FB 181","Table 4a","Fish","Mackerel, Pacific",1993,26010602,1503579
"FB 181","Table 4a","Fish","Mackerel, Pacific",1994,22063343,1291080
"FB 181","Table 4a","Fish","Mackerel, Pacific",1995,19014939,1264231
"FB 181","Table 4a","Fish","Mackerel, Pacific",1996,21157770,1302967
"FB 181","Table 4a","Fish","Mackerel, Pacific",1997,40560810,2724257
"FB 181","Table 4a","Fish","Mackerel, Pacific",1998,45227148,2502061
"FB 181","Table 4a","Fish","Mackerel, Pacific",1999,19152855,1088514
"FB 181","Table 4a","Fish","Mackerel, unspecified",1987,43614094,1702269
"FB 181","Table 4a","Fish","Mackerel, unspecified",1988,45714328,2253731
"FB 181","Table 4a","Fish","Mackerel, unspecified",1989,58776101,3309826
"FB 181","Table 4a","Fish","Mackerel, unspecified",1990,19927514,1222659
"FB 181","Table 4a","Fish","Mackerel, unspecified",1991,746414,70239
"FB 181","Table 4a","Fish","Mackerel, unspecified",1992,6063,1496
"FB 181","Table 4a","Fish","Mackerel, unspecified",1994,30,12
"FB 181","Table 4a","Fish","Mackerel, unspecified",1996,8120,2026
"FB 181","Table 4a","Fish","Mackerel, unspecified",1997,2094,723
"FB 181","Table 4a","Fish","Mackerel, unspecified",1999,958,331
"FB 181","Table 4a","Fish","Midshipman, plainfin",1987,37,18
"FB 181","Table 4a","Fish","Midshipman, plainfin",1990,33,18
"FB 181","Table 4a","Fish","Midshipman, plainfin",1991,23,11
"FB 181","Table 4a","Fish","Midshipman, plainfin",1994,35,28
"FB 181","Table 4a","Fish","Midshipman, plainfin",1995,342,41
"FB 181","Table 4a","Fish","Midshipman, plainfin",1997,794,79
"FB 181","Table 4a","Fish","Midshipman, plainfin",1998,60,30
"FB 181","Table 4a","Fish","Midshipman, plainfin",1999,149,30
"FB 181","Table 4a","Fish","Mudsucker, longjaw",1987,564,3578
"FB 181","Table 4a","Fish","Mudsucker, longjaw",1988,116,266
"FB 181","Table 4a","Fish","Mudsucker, longjaw",1989,44,611
"FB 181","Table 4a","Fish","Mudsucker, longjaw",1992,184,263
"FB 181","Table 4a","Fish","Mudsucker, longjaw",1993,14,70
"FB 181","Table 4a","Fish","Mudsucker, longjaw",1994,10,20
"FB 181","Table 4a","Fish","Mullet, striped",1987,17134,12834
"FB 181","Table 4a","Fish","Mullet, striped",1988,14089,10593
"FB 181","Table 4a","Fish","Mullet, striped",1989,4936,3724
"FB 181","Table 4a","Fish","Mullet, striped",1990,19338,13205
"FB 181","Table 4a","Fish","Mullet, striped",1991,16826,12610
"FB 181","Table 4a","Fish","Mullet, striped",1992,17351,13907
"FB 181","Table 4a","Fish","Mullet, striped",1993,13514,11145
"FB 181","Table 4a","Fish","Mullet, striped",1994,7377,5057
"FB 181","Table 4a","Fish","Mullet, striped",1995,6601,4790
"FB 181","Table 4a","Fish","Mullet, striped",1996,10476,5835
"FB 181","Table 4a","Fish","Mullet, striped",1997,5415,4240
"FB 181","Table 4a","Fish","Mullet, striped",1998,1103,846
"FB 181","Table 4a","Fish","Needlefish, California",1992,103,51
"FB 181","Table 4a","Fish","Needlefish, California",1995,50,25
"FB 181","Table 4a","Fish","Oilfish",1996,3166,6328
"FB 181","Table 4a","Fish","Oilfish",1997,285,570
"FB 181","Table 4a","Fish","Oilfish",1998,767,1041
"FB 181","Table 4a","Fish","Oilfish",1999,1257,1539
"FB 181","Table 4a","Fish","Opah",1987,92492,39819
"FB 181","Table 4a","Fish","Opah",1988,67865,35053
"FB 181","Table 4a","Fish","Opah",1989,116753,53495
"FB 181","Table 4a","Fish","Opah",1990,104309,56644
"FB 181","Table 4a","Fish","Opah",1991,81669,45146
"FB 181","Table 4a","Fish","Opah",1992,112785,50449
"FB 181","Table 4a","Fish","Opah",1993,123614,53645
"FB 181","Table 4a","Fish","Opah",1994,155811,69597
"FB 181","Table 4a","Fish","Opah",1995,144235,65703
"FB 181","Table 4a","Fish","Opah",1996,180972,84480
"FB 181","Table 4a","Fish","Opah",1997,177515,70668
"FB 181","Table 4a","Fish","Opah",1998,249043,98075
"FB 181","Table 4a","Fish","Opah",1999,145346,66552
"FB 181","Table 4a","Fish","Opaleye",1987,4599,3592
"FB 181","Table 4a","Fish","Opaleye",1988,12104,8246
"FB 181","Table 4a","Fish","Opaleye",1989,8690,4730
"FB 181","Table 4a","Fish","Opaleye",1990,6939,4037
"FB 181","Table 4a","Fish","Opaleye",1991,1278,911
"FB 181","Table 4a","Fish","Opaleye",1992,4124,2995
"FB 181","Table 4a","Fish","Opaleye",1993,3777,4821
"FB 181","Table 4a","Fish","Opaleye",1994,6017,6696
"FB 181","Table 4a","Fish","Opaleye",1995,963,584
"FB 181","Table 4a","Fish","Opaleye",1996,986,878
"FB 181","Table 4a","Fish","Opaleye",1997,358,345
"FB 181","Table 4a","Fish","Opaleye",1998,1717,1989
"FB 181","Table 4a","Fish","Opaleye",1999,939,1203
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1987,28,14
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1990,92,46
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1991,934,2733
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1992,13,7
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1993,125,187
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1994,750,1645
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1995,765,2265
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1996,561,1802
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1997,179,523
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1998,224,641
"FB 181","Table 4a","Fish","Prickleback, monkeyface",1999,170,512
"FB 181","Table 4a","Fish","Queenfish",1987,157,34
"FB 181","Table 4a","Fish","Queenfish",1988,122,43
"FB 181","Table 4a","Fish","Queenfish",1989,191,129
"FB 181","Table 4a","Fish","Queenfish",1990,4142,2067
"FB 181","Table 4a","Fish","Queenfish",1991,31,8
"FB 181","Table 4a","Fish","Queenfish",1992,359,279
"FB 181","Table 4a","Fish","Queenfish",1993,40146,1685
"FB 181","Table 4a","Fish","Queenfish",1994,374,327
"FB 181","Table 4a","Fish","Queenfish",1995,1429,1012
"FB 181","Table 4a","Fish","Queenfish",1996,143,63
"FB 181","Table 4a","Fish","Queenfish",1997,27877,1939
"FB 181","Table 4a","Fish","Queenfish",1998,128,348
"FB 181","Table 4a","Fish","Queenfish",1999,399,119
"FB 181","Table 4a","Fish","Ratfish, spotted",1994,6,23
"FB 181","Table 4a","Fish","Ratfish, spotted",1995,6,3
"FB 181","Table 4a","Fish","Ratfish, spotted",1997,735,74
"FB 181","Table 4a","Fish","Ratfish, spotted",1998,94,39
"FB 181","Table 4a","Fish","Ratfish, spotted",1999,465,173
"FB 181","Table 4a","Fish","Ray, bat",1987,131,39
"FB 181","Table 4a","Fish","Ray, bat",1993,4200,420
"FB 181","Table 4a","Fish","Ray, bat",1994,2,10
"FB 181","Table 4a","Fish","Ray, bat",1995,1099,352
"FB 181","Table 4a","Fish","Ray, bat",1996,3154,647
"FB 181","Table 4a","Fish","Ray, bat",1997,3280,690
"FB 181","Table 4a","Fish","Ray, bat",1998,6935,2565
"FB 181","Table 4a","Fish","Ray, bat",1999,2205,807
"FB 181","Table 4a","Fish","Ray, Pacific electric",1987,4,2
"FB 181","Table 4a","Fish","Ray, Pacific electric",1988,445,5944
"FB 181","Table 4a","Fish","Ray, Pacific electric",1993,50,16
"FB 181","Table 4a","Fish","Ray, Pacific electric",1994,1326,3746
"FB 181","Table 4a","Fish","Ray, Pacific electric",1995,3539,9118
"FB 181","Table 4a","Fish","Ray, Pacific electric",1996,2088,11672
"FB 181","Table 4a","Fish","Ray, Pacific electric",1997,942,2504
"FB 181","Table 4a","Fish","Ray, Pacific electric",1998,747,3580
"FB 181","Table 4a","Fish","Ray, Pacific electric",1999,1182,3156
"FB 181","Table 4a","Fish","Ray, unspecified",1987,673,6579
"FB 181","Table 4a","Fish","Ray, unspecified",1988,1273,15213
"FB 181","Table 4a","Fish","Ray, unspecified",1993,40,5
"FB 181","Table 4a","Fish","Ray, unspecified",1994,215,68
"FB 181","Table 4a","Fish","Ray, unspecified",1995,375,380
"FB 181","Table 4a","Fish","Ray, unspecified",1996,126,136
"FB 181","Table 4a","Fish","Ray, unspecified",1997,7168,1304
"FB 181","Table 4a","Fish","Ray, unspecified",1998,2463,10085
"FB 181","Table 4a","Fish","Ray, unspecified",1999,204,202
"FB 181","Table 4a","Fish","Sablefish",1987,9585595,3255017
"FB 181","Table 4a","Fish","Sablefish",1988,8360438,3369697
"FB 181","Table 4a","Fish","Sablefish",1989,8720361,3199785
"FB 181","Table 4a","Fish","Sablefish",1990,8070375,3576442
"FB 181","Table 4a","Fish","Sablefish",1991,7353503,3689177
"FB 181","Table 4a","Fish","Sablefish",1992,8098798,4402494
"FB 181","Table 4a","Fish","Sablefish",1993,5720285,2483715
"FB 181","Table 4a","Fish","Sablefish",1994,4790273,3390335
"FB 181","Table 4a","Fish","Sablefish",1995,6186887,7263691
"FB 181","Table 4a","Fish","Sablefish",1996,6998196,8560698
"FB 181","Table 4a","Fish","Sablefish",1997,6482300,9011436
"FB 181","Table 4a","Fish","Sablefish",1998,3167370,3390291
"FB 181","Table 4a","Fish","Sablefish",1999,4336490,4272270
"FB 181","Table 4a","Fish","Salema",1992,9,4
"FB 181","Table 4a","Fish","Salmon",1987,153653,465208
"FB 181","Table 4a","Fish","Salmon",1988,94428,241802
"FB 181","Table 4a","Fish","Salmon",1989,75518,155217
"FB 181","Table 4a","Fish","Salmon",1990,42174,125545
"FB 181","Table 4a","Fish","Salmon",1991,10825,30242
"FB 181","Table 4a","Fish","Salmon",1992,54405,152694
"FB 181","Table 4a","Fish","Salmon",1993,57188,130058
"FB 181","Table 4a","Fish","Salmon",1994,6405,14440
"FB 181","Table 4a","Fish","Salmon",1995,3435,5905
"FB 181","Table 4a","Fish","Salmon",1996,1982,4112
"FB 181","Table 4a","Fish","Salmon",1997,8373,14969
"FB 181","Table 4a","Fish","Salmon",1998,2281,6853
"FB 181","Table 4a","Fish","Salmon",1999,9503,25033
"FB 181","Table 4a","Fish","Salmon, Chinook",1987,8898040,24581785
"FB 181","Table 4a","Fish","Salmon, Chinook",1988,14340269,40915169
"FB 181","Table 4a","Fish","Salmon, Chinook",1989,5506085,13111772
"FB 181","Table 4a","Fish","Salmon, Chinook",1990,4081378,11292561
"FB 181","Table 4a","Fish","Salmon, Chinook",1991,3228034,8319865
"FB 181","Table 4a","Fish","Salmon, Chinook",1992,1589118,4346400
"FB 181","Table 4a","Fish","Salmon, Chinook",1993,2521384,5681986
"FB 181","Table 4a","Fish","Salmon, Chinook",1994,3098919,6424015
"FB 181","Table 4a","Fish","Salmon, Chinook",1995,6777553,12008494
"FB 181","Table 4a","Fish","Salmon, Chinook",1996,4114520,5950430
"FB 181","Table 4a","Fish","Salmon, Chinook",1997,5273477,7305566
"FB 181","Table 4a","Fish","Salmon, Chinook",1998,1844677,3036193
"FB 181","Table 4a","Fish","Salmon, Chinook",1999,3842750,7422532
"FB 181","Table 4a","Fish","Salmon, chum",1990,6,12
"FB 181","Table 4a","Fish","Salmon, chum",1992,54,36
"FB 181","Table 4a","Fish","Salmon, chum",1994,2,21
"FB 181","Table 4a","Fish","Salmon, chum",1995,13,23
"FB 181","Table 4a","Fish","Salmon, coho",1987,245711,492266
"FB 181","Table 4a","Fish","Salmon, coho",1988,320051,706923
"FB 181","Table 4a","Fish","Salmon, coho",1989,231987,392877
"FB 181","Table 4a","Fish","Salmon, coho",1990,313145,620749
"FB 181","Table 4a","Fish","Salmon, coho",1991,461722,702453
"FB 181","Table 4a","Fish","Salmon, coho",1992,11926,19650
"FB 181","Table 4a","Fish","Salmon, coho",1993,480,984
"FB 181","Table 4a","Fish","Salmon, coho",1994,1011,2419
"FB 181","Table 4a","Fish","Salmon, coho",1995,5164,9073
"FB 181","Table 4a","Fish","Salmon, coho",1996,14,14
"FB 181","Table 4a","Fish","Salmon, coho",1997,1458,2834
"FB 181","Table 4a","Fish","Salmon, coho",1998,102,177
"FB 181","Table 4a","Fish","Salmon, coho",1999,327,546
"FB 181","Table 4a","Fish","Salmon, pink",1987,3449,2502
"FB 181","Table 4a","Fish","Salmon, pink",1988,269,135
"FB 181","Table 4a","Fish","Salmon, pink",1989,4467,3418
"FB 181","Table 4a","Fish","Salmon, pink",1991,185,120
"FB 181","Table 4a","Fish","Salmon, pink",1993,109,372
"FB 181","Table 4a","Fish","Salmon, pink",1995,50,88
"FB 181","Table 4a","Fish","Salmon, pink",1996,7,6
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)",1994,317,321
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)",1995,1435,2192
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)",1996,1994,2864
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)",1997,3651,3041
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)",1998,291,325
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)",1999,868,1657
