"source","table","year","port_complex","category","species","landings_lb","value_usd"
"FB 181","Table 5l",1998,"San Francisco","Fish","Thornyhead, shortspine",43375,46038
"FB 181","Table 5l",1998,"San Francisco","Fish","Thornyheads (unspecified)",3609,2543
"FB 181","Table 5l",1998,"San Francisco","Fish","Tuna, albacore",142796,127574
"FB 181","Table 5l",1998,"San Francisco","Fish","Tuna, bigeye",24089,65625
"FB 181","Table 5l",1998,"San Francisco","Fish","Tuna, bluefin",16230,42728
"FB 181","Table 5l",1998,"San Francisco","Fish","Tuna, skipjack",2913,953
"FB 181","Table 5l",1998,"San Francisco","Fish","Tuna, unspecified",16308,49114
"FB 181","Table 5l",1998,"San Francisco","Fish","Tuna, yellowfin",1108,3420
"FB 181","Table 5l",1998,"San Francisco","Fish","Turbot",6245,2236
"FB 181","Table 5l",1998,"San Francisco","Fish","Yellowtail",306,207
"FB 181","Table 5l",1998,"San Francisco","Miscellaneous invertebrates","Unspecified species",468,502
"FB 181","Table 5l",1998,"San Francisco","Mollusks","Octopus, unspecified",2573,1885
"FB 181","Table 5l",1998,"San Francisco","Mollusks","Sea hare",95,2850
"FB 181","Table 5l",1998,"San Francisco","Mollusks","Squid, jumbo",15466,2500
"FB 181","Table 5l",1998,"San Francisco","Mollusks","Squid, market",30286,15143
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, bank",59480,26574
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, black",32353,19136
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, black-and-yellow",96,256
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, blackgill",16727,7553
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, blue",30619,21530
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, bocaccio",50039,22867
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, brown",2019,1512
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, canary",21887,21345
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, chilipepper",710459,295330
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, China",3019,7313
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, copper",9321,17338
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, cowcod",1047,445
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, darkblotched",8,3
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, flag",25,10
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, gopher",6777,15816
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, grass",2806,9052
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, greenspotted",12405,7495
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, greenstriped",473,340
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, group black/blue",2565,1284
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, group bolina",76294,173612
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, group gopher",10474,10528
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, group red",146454,74411
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, group rosefish",589436,154800
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, group small",72671,25734
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, kelp",602,757
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, quillback",16568,33112
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, rosethorn",35,18
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, rosy",5173,1345
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, splitnose",46819,12549
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, treefish",2,12
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, unspecified",275897,133292
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, vermilion",2698,3441
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, widow",158151,69161
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, yelloweye",2065,2323
"FB 181","Table 5l",1998,"San Francisco","Rockfish","Rockfish, yellowtail",83966,60658
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, box",1566,2152
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, brown rock",411,411
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, claws",3823,3761
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, Dungeness",266,758
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, king",167,388
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, red rock",14811,16527
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, rock unspecified",743079,872067
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, shore",12,12
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, spider",52813,44853
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Crab, yellow rock",10578,11985
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Lobster, California spiny",216717,1453991
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Prawn, ridgeback",427563,752480
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Prawn, spot",244289,1656238
"FB 181","Table 5l",1998,"Santa Barbara","Crustaceans","Shrimp, Pacific Ocean",1408,1898
"FB 181","Table 5l",1998,"Santa Barbara","Echinoderms","Sea cucumber, unspecified",553265,308925
"FB 181","Table 5l",1998,"Santa Barbara","Echinoderms","Urchin, purple sea",5405,3378
"FB 181","Table 5l",1998,"Santa Barbara","Echinoderms","Urchin, red",5644766,4747433
"FB 181","Table 5l",1998,"Santa Barbara","Echinoderms","Urchin, white",10,50
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Anchovy, northern",474742,79054
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Barracuda, California",2219,2206
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Bass, giant sea",2803,5124
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Bass, kelp",2,1
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Bonito, Pacific",335991,81547
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Butterfish (Pacific pompano)",1896,1185
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Cabezon",37463,156414
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Croaker, white",5408,3508
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Dolphin (fish)",402,592
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Eel",11,30
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Eel, California moray",249,939
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Escolar",542,1084
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Fish, unspecified",1412,1604
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Flounder, unspecified",10,5
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Grenadiers",2,0.3
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Guitarfish, shovelnose",16716,9776
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Halfmoon",18,15
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Halibut, California",211652,579143
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Halibut, unspecified",9,21
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Lingcod",10637,11060
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Louvar",628,2156
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Mackerel, Pacific",2878705,68658
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Midshipman, plainfin",60,30
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Opah",15044,7596
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Opaleye",49,66
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Prickleback, monkeyface",4,4
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Ratfish, spotted",64,27
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Ray, bat",3829,1416
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Ray, Pacific electric",650,1640
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Ray, unspecified",209,9405
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sablefish",62140,73906
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Salmon",28,86
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Salmon, Chinook",39066,70301
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sanddab",2733,2229
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sanddab, Pacific",198,546
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sardine, Pacific",1956721,92426
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Scorpionfish, California",12239,19069
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Seabass, white",38122,70961
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shad, threadfin",493,740
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, blue",573,274
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, brown smoothhound",1971,1143
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, leopard",7413,6348
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, Pacific angel",47229,46351
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, sevengill",28,17
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, shortfin mako",15328,21100
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, smooth hammerhead",165,107
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, soupfin",14543,11755
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, spiny dogfish",990,990
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, swell",50,50
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, thresher",97710,135566
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, unspecified",2574,1939
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Shark, white",21,21
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sheephead, California",137540,347712
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Skate, unspecified",2309,1445
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sole, Dover",404,425
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sole, English",146,132
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sole, petrale",4332,4638
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sole, rex",22,13
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Sole, unspecified",10309,8072
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Surfperch, rainbow",8,4
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Surfperch, rubberlip",4,4
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Surfperch, shiner",11,8
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Surfperch, unspecified",121,174
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Swordfish",182946,455562
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Thornyhead, longspine",5351,6264
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Thornyhead, shortspine",4975,6353
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Thornyheads (unspecified)",11797,15947
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Tuna, albacore",39613,37945
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Tuna, bigeye",26321,75481
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Tuna, bluefin",14581,59361
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Tuna, skipjack",76407,38203
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Tuna, unspecified",317,669
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Tuna, yellowfin",821,1826
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Wahoo",978,2810
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Whitefish, ocean",13913,21936
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Whiting, Pacific",550,710
"FB 181","Table 5l",1998,"Santa Barbara","Fish","Yellowtail",10774,13585
"FB 181","Table 5l",1998,"Santa Barbara","Miscellaneous invertebrates","Unspecified species",422,1373
"FB 181","Table 5l",1998,"Santa Barbara","Mollusks","Mussel",450,356
"FB 181","Table 5l",1998,"Santa Barbara","Mollusks","Octopus, unspecified",518,535
"FB 181","Table 5l",1998,"Santa Barbara","Mollusks","Snail, top",23027,6617
"FB 181","Table 5l",1998,"Santa Barbara","Mollusks","Squid, market",5843491,1482911
"FB 181","Table 5l",1998,"Santa Barbara","Mollusks","Whelk, Kellet's",14017,6434
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, aurora",4,3
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, bank",532,269
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, black",3,7
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, blackgill",178240,142899
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, blue",525,836
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, bocaccio",8826,5423
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, bronzespotted",46,35
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, brown",239,367
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, canary",103,412
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, chilipepper",2380,2190
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, China",8,32
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, copper",12956,17585
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, cowcod",4465,5284
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, gopher",5698,15939
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, grass",13959,73623
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, greenblotched",2,1
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, greenspotted",2,1
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, group bolina",344,974
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, group gopher",2937,8249
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, group red",174193,237500
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, group rosefish",1678,671
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, group small",135,253
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, olive",858,4289
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, rosethorn",28,98
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, rosy",604,242
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, starry",2530,2859
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, treefish",108,579
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, unspecified",76035,91195
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, vermilion",422,764
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, widow",493,394
"FB 181","Table 5l",1998,"Santa Barbara","Rockfish","Rockfish, yellowtail",932,1110
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Crab, brown rock",929,557
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Crab, Dungeness",350362,938199
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Crab, red rock",1279,1023
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Crab, rock unspecified",1364,1112
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Prawn, spot",16917,121479
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Shrimp, bay",3173,17346
"FB 181","Table 5m",1999,"Bodega Bay","Crustaceans","Shrimp, Pacific Ocean",56062,28031
"FB 181","Table 5m",1999,"Bodega Bay","Echinoderms","Sea cucumber, unspecified",4999,3677
"FB 181","Table 5m",1999,"Bodega Bay","Echinoderms","Urchin, red",467796,364120
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Anchovy, northern",2983,1642
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Cabezon",9492,28500
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Croaker, white",232,186
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Fish, unspecified",18,19
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Flounder, arrowtooth",220,22
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Flounder, starry",2633,1110
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Flounder, unspecified",141,56
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Goby, yellowfin",143,625
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Greenling, kelp",1787,5024
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Grenadiers",15460,1729
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Grouper",2,4
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Halibut, California",17995,38999
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Halibut, unspecified",45,101
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Herring, roe",104295,39145
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Jacksmelt",240,75
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Lingcod",13248,12498
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Mackerel, jack",41,24
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Mackerel, Pacific",1477,368
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Ratfish, spotted",409,151
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sablefish",206036,207470
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Salmon",284,626
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Salmon, Chinook",619600,1209806
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Salmon, coho",327,546
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Salmon, roe (Chinook and coho)",126,126
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sanddab",1241,404
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sardine, Pacific",20,4
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sculpin, staghorn",431,1557
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Seabass, white",33,61
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Shark, leopard",231,234
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Shark, sevengill",50,25
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Shark, shortfin mako",33,41
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Shark, soupfin",71,74
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Shark, thresher",21,41
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Shark, unspecified",181,223
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Skate, unspecified",12939,2016
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Smelt, night",43,151
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, Dover",536349,170265
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, English",29490,10664
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, petrale",46129,46751
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, rex",28198,10970
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, rock",268,139
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, sand",1018,708
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Sole, unspecified",25,20
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Surfperch, barred",2009,1899
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Surfperch, unspecified",629,753
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Swordfish",2297,7851
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Thornyhead, longspine",92956,68751
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Thornyhead, shortspine",34007,27171
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Thornyheads (unspecified)",6510,5541
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Triggerfish",48,133
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Tuna, albacore",60198,68319
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Tuna, bluefin",154,477
"FB 181","Table 5m",1999,"Bodega Bay","Fish","Turbot",201,71
"FB 181","Table 5m",1999,"Bodega Bay","Mollusks","Octopus, unspecified",415,351
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, bank",6,5
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, black",1594,1379
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, black-and-yellow",263,1156
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, blackgill",661,284
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, blue",862,634
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, bocaccio",26045,16440
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, brown",85,155
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, canary",27397,29546
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, chilipepper",259684,138394
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, China",498,1684
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, copper",867,1987
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, gopher",246,907
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, grass",3484,13766
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, group bolina",10523,25790
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, group gopher",1603,6049
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, group red",20419,22422
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, group rosefish",10905,3022
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, group small",4231,1381
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, kelp",9,27
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, quillback",296,1014
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, speckled",1482,1171
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, splitnose",2865,776
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, unspecified",26137,16715
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, vermilion",621,864
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, widow",259582,123587
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, yelloweye",250,348
"FB 181","Table 5m",1999,"Bodega Bay","Rockfish","Rockfish, yellowtail",34200,23854
"FB 181","Table 5m",1999,"Fort Bragg","Crustaceans","Crab, Dungeness",656725,1359808
"FB 181","Table 5m",1999,"Fort Bragg","Crustaceans","Prawn, spot",6327,43857
"FB 181","Table 5m",1999,"Fort Bragg","Crustaceans","Shrimp, Pacific Ocean",318623,149810
"FB 181","Table 5m",1999,"Fort Bragg","Echinoderms","Sea cucumber, unspecified",110,66
"FB 181","Table 5m",1999,"Fort Bragg","Echinoderms","Urchin, purple sea",22880,16189
"FB 181","Table 5m",1999,"Fort Bragg","Echinoderms","Urchin, red",2654612,2028698
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Cabezon",67440,221214
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Flounder, arrowtooth",1175,119
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Flounder, starry",59,24
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Greenling, kelp",13269,52288
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Grenadiers",96290,10120
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Halibut, Pacific",3110,6782
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Lingcod",67206,60170
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sablefish",896817,866413
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Salmon, Chinook",84453,185558
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sanddab",6377,2041
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sculpin, staghorn",5,16
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Shark, basking",156,162
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Shark, soupfin",661,648
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Shark, unspecified",209,209
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sheephead, California",79,253
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Skate, unspecified",222020,33007
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Smelt, night",7308,2221
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Smelt, surf",119,54
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sole, Dover",1563704,525057
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sole, English",144296,49339
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sole, petrale",156631,143066
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sole, rex",157596,61299
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sole, rock",906,343
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Sole, unspecified",2,2
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Surfperch, rainbow",43,178
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Surfperch, redtail",76,83
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Surfperch, unspecified",58,82
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Thornyhead, longspine",413050,341542
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Thornyhead, shortspine",133001,147865
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Thornyheads (unspecified)",32757,31291
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Tuna, albacore",64761,61810
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Tuna, bigeye",11,44
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Tuna, unspecified",5,18
"FB 181","Table 5m",1999,"Fort Bragg","Fish","Turbot",49,20
"FB 181","Table 5m",1999,"Fort Bragg","Mollusks","Octopus, unspecified",251,135
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, black",12950,11172
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, black-and-yellow",5367,24809
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, blackgill",409,167
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, blue",8437,7897
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, bocaccio",22140,8883
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, brown",268,603
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, canary",43053,26273
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, chilipepper",798943,314953
"FB 181","Table 5m",1999,"Fort Bragg","Rockfish","Rockfish, China",7863,33254
