"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 129","Table 17",1963,"Eureka","Eureka Area Totals","Landings","Totals",4360788,31037042
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Salmon",669580,1487323
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Albacore tuna",589569,4303424
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Dover sole",212498,3378354
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Giant Pacific oyster",169634,942412
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Market crab",105352,317326
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Ocean shrimp",97375,1014325
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Petrale sole",62029,533809
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Rockfish",44312,910841
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","English sole",31861,402285
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Sablefish",20286,231842
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Rex sole",15726,215134
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Lingcod",8359,108844
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Perch",5282,38893
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","All other species",11048,184862
"FB 129","Table 17",1963,"Eureka","Eureka","Landings","Totals",2042911,14069674
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Salmon",558416,1235181
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Ocean shrimp",274717,2005236
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Albacore tuna",65856,198362
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Dover sole",65818,1046384
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Petrale sole",41902,360603
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Rockfish",37934,762689
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","English sole",22304,281620
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Sablefish",15799,180565
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Lingcod",12744,165943
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Rex sole",9273,126860
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","All other species",10782,158733
"FB 129","Table 17",1963,"Eureka","Fort Bragg","Landings","Totals",1115545,6522176
"FB 129","Table 17",1963,"Eureka","Crescent City","Landings","Salmon",315437,779170
